num_ano_gravacao,num_mes_gravacao,munipio_armazem_venda,uf,qtd_produto_kg,valor_comercializado,numero_atendimentos,clientes_atendidos
2021,12,SÃO LUÍS                                          ,MA,10974,17558.4,21,20
2021,12,ANANINDEUA                                        ,PA,24450,32763.0,16,9
2021,12,CAMPINA GRANDE                                    ,PB,47019,69353.025,44,33
2021,12,JOÃO PESSOA                                       ,PB,54300,80092.5,51,23
2021,12,MONTEIRO                                          ,PB,13140,19381.5,30,23
2021,12,PATOS                                             ,PB,15000,22125.0,8,6
2021,12,PETROLINA                                         ,PE,29602,38630.61,16,8
2021,12,RECIFE                                            ,PE,27907,38232.59,21,16
2021,12,FLORIANO                                          ,PI,46183,65669.84,112,79
2021,12,PARNAÍBA                                          ,PI,198220,281797.648,119,68
2021,12,PICOS                                             ,PI,51215,72725.3,63,41
2021,12,TERESINA                                          ,PI,295038,419070.126,280,175
2021,12,AÇU                                               ,RN,66420,96309.0,66,47
2021,12,CAICÓ                                             ,RN,117180,169911.0,66,41
2021,12,CURRAIS NOVOS                                     ,RN,112740,163473.0,75,49
2021,12,MOSSORÓ                                           ,RN,49320,71514.0,33,17
2021,12,NATAL                                             ,RN,122874,178167.3,99,60
2021,12,UMARIZAL                                          ,RN,44520,64554.0,46,38
2021,12,CACOAL                                            ,RO,8450,11661.0,12,9
2021,12,PORTO VELHO                                       ,RO,15609,22516.59,47,39
2021,12,CRUZEIRO DO SUL                                   ,RS,45815,70555.1,43,43
2021,12,ERECHIM                                           ,RS,159200,222880.0,28,28
2021,12,MARAU                                             ,RS,229245,318650.55,44,41
2021,12,SANTA ROSA                                        ,RS,61370,87759.1,32,32
2021,12,CAMPOS NOVOS                                      ,SC,10000,15000.0,1,1
2021,12,BERNARDINO DE CAMPOS                              ,SP,3489,4884.6,8,6
2022,1,MACEIÓ                                            ,AL,40284,56127.6,59,25
2022,1,PALMEIRA DOS ÍNDIOS                               ,AL,6600,9075.0,1,1
2022,1,MANAUS                                            ,AM,2350,3760.0,7,7
2022,1,IRECÊ                                             ,BA,1200,1500.0,1,1
2022,1,ITABERABA                                         ,BA,17220,24525.0,17,16
2022,1,RIBEIRA DO POMBAL                                 ,BA,480,600.0,1,1
2022,1,JUAZEIRO DO NORTE                                 ,CE,28920,43101.0,14,10
2022,1,MARACANAÚ                                         ,CE,224488,330867.5999999999,75,48
2022,1,RUSSAS                                            ,CE,120456,178259.4,54,46
2022,1,SENADOR POMPEU                                    ,CE,33960,49921.2,10,8
2022,1,SOBRAL                                            ,CE,43020,63727.2,33,12
2022,1,BRASÍLIA                                          ,DF,68200,97869.53,96,72
2022,1,CACHOEIRO DE ITAPEMIRIM                           ,ES,73620,115839.6,59,52
2022,1,COLATINA                                          ,ES,153900,242408.4,136,110
2022,1,GOIÂNIA                                           ,GO,12840,18565.8,24,20
2022,1,PONTALINA                                         ,GO,41876,55985.54,22,15
2022,1,SÃO LUÍS DE MONTES BELOS                          ,GO,42400,58425.2,44,28
2022,1,IMPERATRIZ                                        ,MA,43721,63600.5,44,29
2022,1,SÃO LUÍS                                          ,MA,53518,80277.0,69,45
2022,1,MONTES CLAROS                                     ,MG,4900,8201.62,2,2
2022,1,ANANINDEUA                                        ,PA,44500,60865.0,20,12
2022,1,CAMPINA GRANDE                                    ,PB,200081,298026.0,108,72
2022,1,JOÃO PESSOA                                       ,PB,49760,73912.5,76,21
2022,1,MONTEIRO                                          ,PB,43800,65026.5,59,25
2022,1,PATOS                                             ,PB,21840,32416.5,10,9
2022,1,ARCOVERDE                                         ,PE,315060,415879.2000000001,92,58
2022,1,PETROLINA                                         ,PE,46353,58404.78,20,11
2022,1,RECIFE                                            ,PE,125257,165339.2399999999,60,38
2022,1,FLORIANO                                          ,PI,82056,117476.795,171,108
2022,1,PARNAÍBA                                          ,PI,234330,334582.6999999998,197,87
2022,1,PICOS                                             ,PI,27998,39897.15,38,30
2022,1,TERESINA                                          ,PI,397237,567002.2500999998,388,222
2022,1,AÇU                                               ,RN,56820,88364.88,58,36
2022,1,CAICÓ                                             ,RN,60360,94026.42,56,30
2022,1,CURRAIS NOVOS                                     ,RN,98760,155612.88,60,38
2022,1,MOSSORÓ                                           ,RN,32340,51218.46,32,17
2022,1,NATAL                                             ,RN,118499,184816.5299999999,87,63
2022,1,UMARIZAL                                          ,RN,29160,45194.22,30,24
2022,1,CACOAL                                            ,RO,2130,2832.9,2,2
2022,1,PORTO VELHO                                       ,RO,16277,22822.8501,54,44
2022,1,BOA VISTA                                         ,RR,12800,19937.5,30,27
2022,1,CRUZEIRO DO SUL                                   ,RS,134675,213697.5,56,56
2022,1,ERECHIM                                           ,RS,151190,231351.7,25,25
2022,1,MARAU                                             ,RS,368290,560972.0499999999,70,67
2022,1,SANTA ROSA                                        ,RS,63715,97212.95,35,35
2022,1,CAMPOS NOVOS                                      ,SC,289500,420105.0,45,45
2022,1,BERNARDINO DE CAMPOS                              ,SP,903,1364.08,5,3
2022,2,RIO BRANCO                                        ,AC,47760,77848.8,105,91
2022,2,MACEIÓ                                            ,AL,30420,43404.6,39,19
2022,2,PALMEIRA DOS ÍNDIOS                               ,AL,11160,17293.2,2,2
2022,2,MANAUS                                            ,AM,2750,4410.0,3,2
2022,2,ITABERABA                                         ,BA,47340,63937.2,46,34
2022,2,RIBEIRA DO POMBAL                                 ,BA,780,1051.2,2,2
2022,2,JUAZEIRO DO NORTE                                 ,CE,15120,24126.0,14,9
2022,2,MARACANAÚ                                         ,CE,110228,176031.044,36,22
2022,2,RUSSAS                                            ,CE,70884,112935.6,41,36
2022,2,SENADOR POMPEU                                    ,CE,8264,13084.88,3,3
2022,2,SOBRAL                                            ,CE,66420,82360.8,35,13
2022,2,BRASÍLIA                                          ,DF,60900,90208.64,75,56
2022,2,CACHOEIRO DE ITAPEMIRIM                           ,ES,51699,86854.32,45,39
2022,2,COLATINA                                          ,ES,146067,245392.5600000001,147,123
2022,2,GOIÂNIA                                           ,GO,13000,19498.4,22,13
2022,2,PONTALINA                                         ,GO,18520,26668.8,17,12
2022,2,SÃO LUÍS DE MONTES BELOS                          ,GO,21980,33093.8,30,18
2022,2,IMPERATRIZ                                        ,MA,46460,66447.46,47,29
2022,2,SÃO LUÍS                                          ,MA,98471,142224.08,94,56
2022,2,MONTES CLAROS                                     ,MG,1910,3633.584,3,2
2022,2,ANANINDEUA                                        ,PA,31100,45717.0,24,16
2022,2,CAMPINA GRANDE                                    ,PB,266700,410718.7200000001,125,83
2022,2,JOÃO PESSOA                                       ,PB,54420,83678.82,70,26
2022,2,MONTEIRO                                          ,PB,49860,76609.8,66,28
2022,2,PATOS                                             ,PB,7080,10896.48,6,4
2022,2,ARCOVERDE                                         ,PE,232680,343530.27,60,43
2022,2,PETROLINA                                         ,PE,15800,22275.08,7,3
2022,2,RECIFE                                            ,PE,77146,116500.8235,41,27
2022,2,FLORIANO                                          ,PI,50349,77613.06,129,82
2022,2,PARNAÍBA                                          ,PI,218850,337029.0000000001,169,64
2022,2,TERESINA                                          ,PI,332769,512539.8600000001,349,184
2022,2,AÇU                                               ,RN,32520,51593.16,41,27
2022,2,CAICÓ                                             ,RN,53880,85506.36,46,25
2022,2,CURRAIS NOVOS                                     ,RN,101640,162715.98,73,43
2022,2,MOSSORÓ                                           ,RN,23460,37293.36,42,15
2022,2,NATAL                                             ,RN,83612,133276.256,76,46
2022,2,UMARIZAL                                          ,RN,35520,56469.48,41,30
2022,2,CACOAL                                            ,RO,300,453.0,1,1
2022,2,PORTO VELHO                                       ,RO,13549,19806.216,50,34
2022,2,BOA VISTA                                         ,RR,3850,6284.0,9,8
2022,2,CRUZEIRO DO SUL                                   ,RS,164400,276192.0,83,83
2022,2,ERECHIM                                           ,RS,101360,166444.0,16,16
2022,2,MARAU                                             ,RS,239470,392526.35,47,43
2022,2,SANTA ROSA                                        ,RS,32640,54365.5,27,27
2022,2,ITABAIANA                                         ,SE,77520,82266.0,12,12
2022,2,BERNARDINO DE CAMPOS                              ,SP,1022,1664.66,4,4
2022,3,RIO BRANCO                                        ,AC,55440,92289.6,143,93
2022,3,MACEIÓ                                            ,AL,41612,64883.72,50,25
2022,3,PALMEIRA DOS ÍNDIOS                               ,AL,11220,17727.6,2,2
2022,3,MANAUS                                            ,AM,21550,34633.5,12,9
2022,3,ITABERABA                                         ,BA,71880,98104.8,53,44
2022,3,RIBEIRA DO POMBAL                                 ,BA,21300,29989.8,23,19
2022,3,JUAZEIRO DO NORTE                                 ,CE,14700,23226.0,17,14
2022,3,MARACANAÚ                                         ,CE,4954,7827.32,2,1
2022,3,SENADOR POMPEU                                    ,CE,1339,2115.62,1,1
2022,3,SOBRAL                                            ,CE,104280,126700.2,62,18
2022,3,BRASÍLIA                                          ,DF,63600,91857.36,81,65
2022,3,CACHOEIRO DE ITAPEMIRIM                           ,ES,35763,59903.025,34,29
2022,3,COLATINA                                          ,ES,164820,276073.5,152,121
2022,3,GOIÂNIA                                           ,GO,22020,33621.2,31,15
2022,3,PONTALINA                                         ,GO,29110,42391.1,25,14
2022,3,SÃO LUÍS DE MONTES BELOS                          ,GO,32910,50093.8,41,23
2022,3,IMPERATRIZ                                        ,MA,73720,105476.87,70,43
2022,3,SÃO LUÍS                                          ,MA,121023,175483.35,131,75
2022,3,MONTES CLAROS                                     ,MG,2190,4325.25,2,2
2022,3,ANANINDEUA                                        ,PA,37490,55322.7,26,15
2022,3,CAMPINA GRANDE                                    ,PB,293521,466335.1999999998,146,97
2022,3,JOÃO PESSOA                                       ,PB,48340,76712.0,65,25
2022,3,MONTEIRO                                          ,PB,56220,89318.4,72,34
2022,3,PATOS                                             ,PB,11640,18550.8,6,4
2022,3,ARCOVERDE                                         ,PE,434220,625822.2599999999,132,76
2022,3,PETROLINA                                         ,PE,114190,161704.4285,32,17
2022,3,RECIFE                                            ,PE,124966,179494.387,72,36
2022,3,FLORIANO                                          ,PI,57190,88733.076,141,82
2022,3,PARNAÍBA                                          ,PI,236460,366168.0000000001,205,80
2022,3,PICOS                                             ,PI,598,932.88,1,1
2022,3,TERESINA                                          ,PI,3942,6070.68,6,6
2022,3,AÇU                                               ,RN,34620,56436.6,37,24
2022,3,CAICÓ                                             ,RN,51600,83911.2,47,24
2022,3,CURRAIS NOVOS                                     ,RN,84120,137362.8,65,33
2022,3,MOSSORÓ                                           ,RN,42120,68550.0,39,17
2022,3,NATAL                                             ,RN,114826,187794.82,89,57
2022,3,UMARIZAL                                          ,RN,39060,63750.6,45,34
2022,3,CACOAL                                            ,RO,2060,3131.2,4,4
2022,3,PORTO VELHO                                       ,RO,14219,22278.392,57,35
2022,3,BOA VISTA                                         ,RR,300,480.0,1,1
2022,3,CRUZEIRO DO SUL                                   ,RS,169135,280764.1,69,69
2022,3,ERECHIM                                           ,RS,179390,286530.1,31,30
2022,3,MARAU                                             ,RS,770,1232.0,1,1
2022,3,SANTA ROSA                                        ,RS,40275,64931.9,28,28
2022,3,ITABAIANA                                         ,SE,132420,142051.2,23,22
2022,3,BERNARDINO DE CAMPOS                              ,SP,1382,2251.44,7,3
2022,4,RIO BRANCO                                        ,AC,46320,77690.4,130,99
2022,4,MACEIÓ                                            ,AL,88060,127138.5,87,39
2022,4,PALMEIRA DOS ÍNDIOS                               ,AL,21660,30948.6,12,11
2022,4,MANAUS                                            ,AM,22800,36702.3,9,7
2022,4,ITABERABA                                         ,BA,98100,135307.8,68,57
2022,4,RIBEIRA DO POMBAL                                 ,BA,16200,23004.0,16,10
2022,4,ICÓ                                               ,CE,28920,48296.4,15,15
2022,4,IGUATU                                            ,CE,45060,75250.2,18,17
2022,4,JUAZEIRO DO NORTE                                 ,CE,5460,9118.2,8,7
2022,4,RUSSAS                                            ,CE,53880,89979.6,31,30
2022,4,SOBRAL                                            ,CE,126520,162238.73,71,27
2022,4,BRASÍLIA                                          ,DF,93350,138526.76,139,116
2022,4,CACHOEIRO DE ITAPEMIRIM                           ,ES,51480,73216.8,44,36
2022,4,COLATINA                                          ,ES,109800,179035.8,118,94
2022,4,GOIÂNIA                                           ,GO,21990,32494.5,43,27
2022,4,PONTALINA                                         ,GO,20587,28602.43,18,10
2022,4,SÃO LUÍS DE MONTES BELOS                          ,GO,24450,36516.5,38,25
2022,4,IMPERATRIZ                                        ,MA,63730,95705.4,62,37
2022,4,SÃO LUÍS                                          ,MA,84186,126934.08,121,65
2022,4,MONTES CLAROS                                     ,MG,500,987.5,1,1
2022,4,ANANINDEUA                                        ,PA,50730,77862.0,26,15
2022,4,CAMPINA GRANDE                                    ,PB,217860,347119.65,130,83
2022,4,JOÃO PESSOA                                       ,PB,46880,74565.95,68,29
2022,4,MONTEIRO                                          ,PB,37020,59107.05,54,31
2022,4,PATOS                                             ,PB,19080,30373.65,9,7
2022,4,ARCOVERDE                                         ,PE,178920,278805.2999999999,73,44
2022,4,PETROLINA                                         ,PE,8414,12336.464,8,5
2022,4,RECIFE                                            ,PE,68578,106255.669,49,26
2022,4,CAMPO MAIOR                                       ,PI,13314,20636.7,10,9
2022,4,FLORIANO                                          ,PI,51800,80570.3,150,93
2022,4,OEIRAS                                            ,PI,4860,7533.0,9,9
2022,4,PARNAÍBA                                          ,PI,249340,387843.7,218,90
2022,4,PICOS                                             ,PI,8650,13407.5,25,16
2022,4,TERESINA                                          ,PI,126651,196334.406,148,124
2022,4,AÇU                                               ,RN,23400,38135.52,34,25
2022,4,CAICÓ                                             ,RN,60540,98635.56,54,28
2022,4,CURRAIS NOVOS                                     ,RN,57660,93258.96,53,35
2022,4,MOSSORÓ                                           ,RN,26220,42398.04,30,16
2022,4,NATAL                                             ,RN,142860,231113.64,123,71
2022,4,UMARIZAL                                          ,RN,42660,69067.44,45,35
2022,4,CACOAL                                            ,RO,6615,10168.7,10,5
2022,4,PORTO VELHO                                       ,RO,18762,30072.012,72,47
2022,4,BOA VISTA                                         ,RR,22800,34200.0,43,33
2022,4,CRUZEIRO DO SUL                                   ,RS,122245,195072.55,51,51
2022,4,ERECHIM                                           ,RS,233140,348050.7999999999,34,30
2022,4,SANTA ROSA                                        ,RS,63685,96904.4,30,30
2022,4,BRAÇO DO NORTE                                    ,SC,5700,7689.3,1,1
2022,4,CAMPOS NOVOS                                      ,SC,14000,18886.0,1,1
2022,4,QUILOMBO                                          ,SC,218500,294756.5,32,31
2022,4,ITABAIANA                                         ,SE,137702,156113.26,27,23
2022,4,BERNARDINO DE CAMPOS                              ,SP,2828,4237.24,10,6
2022,5,RIO BRANCO                                        ,AC,49980,78120.6,145,119
2022,5,MACEIÓ                                            ,AL,77040,112185.6,93,43
2022,5,PALMEIRA DOS ÍNDIOS                               ,AL,32100,40228.8,37,28
2022,5,MANAUS                                            ,AM,33850,54038.0,14,10
2022,5,ITABERABA                                         ,BA,92760,127081.2,71,58
2022,5,RIBEIRA DO POMBAL                                 ,BA,13680,19315.8,26,21
2022,5,CRATEÚS                                           ,CE,64503,102010.74,19,14
2022,5,ICÓ                                               ,CE,17760,28303.2,13,10
2022,5,IGUATU                                            ,CE,44820,71552.4,31,22
2022,5,JUAZEIRO DO NORTE                                 ,CE,11520,18470.4,16,13
2022,5,MARACANAÚ                                         ,CE,52260,82849.2,27,17
2022,5,RUSSAS                                            ,CE,60600,96890.4,39,31
2022,5,SENADOR POMPEU                                    ,CE,54240,86642.4,23,18
2022,5,SOBRAL                                            ,CE,73345,91387.87,43,18
2022,5,BRASÍLIA                                          ,DF,104550,141148.68,153,119
2022,5,CACHOEIRO DE ITAPEMIRIM                           ,ES,76620,105177.0,65,55
2022,5,COLATINA                                          ,ES,184140,275699.1600000002,140,115
2022,5,GOIÂNIA                                           ,GO,23614,34011.42,45,30
2022,5,PONTALINA                                         ,GO,29360,38871.4,22,17
2022,5,SÃO LUÍS DE MONTES BELOS                          ,GO,41040,55791.8,51,33
2022,5,IMPERATRIZ                                        ,MA,66768,96945.36,57,37
2022,5,SÃO LUÍS                                          ,MA,122969,178662.9599999999,140,81
2022,5,MONTES CLAROS                                     ,MG,780,1435.902,2,2
2022,5,ANANINDEUA                                        ,PA,42300,63319.4,21,16
2022,5,CAMPINA GRANDE                                    ,PB,222216,347738.025,161,91
2022,5,JOÃO PESSOA                                       ,PB,30480,47807.5,54,29
2022,5,MONTEIRO                                          ,PB,38640,60558.0,62,32
2022,5,PATOS                                             ,PB,9720,15118.5,6,5
2022,5,ARCOVERDE                                         ,PE,204840,296728.5599999999,73,47
2022,5,PETROLINA                                         ,PE,50770,71445.701,23,11
2022,5,RECIFE                                            ,PE,128051,185276.5098000001,69,41
2022,5,CAMPO MAIOR                                       ,PI,45990,68711.78,39,25
2022,5,FLORIANO                                          ,PI,80487,120050.7143000001,188,113
2022,5,OEIRAS                                            ,PI,22730,33901.54,40,37
2022,5,PARNAÍBA                                          ,PI,258910,385566.9799999999,267,102
2022,5,PICOS                                             ,PI,42980,64048.2,66,51
2022,5,TERESINA                                          ,PI,405494,605116.1660999994,396,251
2022,5,AÇU                                               ,RN,41880,66018.6,45,27
2022,5,CAICÓ                                             ,RN,76020,119778.6,59,29
2022,5,CURRAIS NOVOS                                     ,RN,91500,144277.7999999999,64,40
2022,5,MOSSORÓ                                           ,RN,29280,46177.2,40,19
2022,5,NATAL                                             ,RN,143407,225937.39,115,69
2022,5,UMARIZAL                                          ,RN,40200,63269.4,51,38
2022,5,CACOAL                                            ,RO,12360,18612.2,13,10
2022,5,PORTO VELHO                                       ,RO,14609,22374.86,63,40
2022,5,BOA VISTA                                         ,RR,47450,66789.6,78,50
2022,5,CRUZEIRO DO SUL                                   ,RS,171695,272118.05,61,61
2022,5,ERECHIM                                           ,RS,337880,492667.5,39,34
2022,5,SANTA ROSA                                        ,RS,45060,67414.05,23,23
2022,5,BRAÇO DO NORTE                                    ,SC,5700,8094.0,1,1
2022,5,CAMPOS NOVOS                                      ,SC,18700,26755.0,2,2
2022,5,CHAPECÓ                                           ,SC,327800,471107.0,47,46
2022,5,ITABAIANA                                         ,SE,9697,10803.4277,2,2
2022,5,BERNARDINO DE CAMPOS                              ,SP,1806,2607.86,6,5
2022,6,RIO BRANCO                                        ,AC,46380,71889.0,137,100
2022,6,MACEIÓ                                            ,AL,99726,148821.57,110,46
2022,6,PALMEIRA DOS ÍNDIOS                               ,AL,46140,59249.4,43,29
2022,6,MANAUS                                            ,AM,55350,86917.8,22,16
2022,6,ITABERABA                                         ,BA,30240,40824.0,32,28
2022,6,RIBEIRA DO POMBAL                                 ,BA,11700,15910.2,7,6
2022,6,CRATEÚS                                           ,CE,61031,91829.53,20,12
2022,6,ICÓ                                               ,CE,131940,194594.4000000001,49,41
2022,6,IGUATU                                            ,CE,100428,148050.24,60,34
2022,6,JUAZEIRO DO NORTE                                 ,CE,13680,20576.4,15,12
2022,6,MARACANAÚ                                         ,CE,96420,142818.0,43,26
2022,6,RUSSAS                                            ,CE,82740,121625.4,46,38
2022,6,SENADOR POMPEU                                    ,CE,83940,121251.0,31,23
2022,6,SOBRAL                                            ,CE,66844,92469.152,34,17
2022,6,BRASÍLIA                                          ,DF,105700,140837.235,161,124
2022,6,CACHOEIRO DE ITAPEMIRIM                           ,ES,144449,194133.15,84,65
2022,6,COLATINA                                          ,ES,156600,237951.0,142,117
2022,6,GOIÂNIA                                           ,GO,41856,58209.6,46,31
2022,6,PONTALINA                                         ,GO,51220,65601.6,40,24
2022,6,SÃO LUÍS DE MONTES BELOS                          ,GO,58720,76192.0,52,30
2022,6,IMPERATRIZ                                        ,MA,53179,75646.37,53,34
2022,6,SÃO LUÍS                                          ,MA,97714,138915.74,134,79
2022,6,ANANINDEUA                                        ,PA,16220,23359.2,17,9
2022,6,CAMPINA GRANDE                                    ,PB,226320,349900.2,143,75
2022,6,JOÃO PESSOA                                       ,PB,41940,64911.6,59,24
2022,6,MONTEIRO                                          ,PB,41520,64252.8,56,33
2022,6,PATOS                                             ,PB,1200,1854.0,2,1
2022,6,ARCOVERDE                                         ,PE,386280,546586.2000000002,127,73
2022,6,PETROLINA                                         ,PE,47732,64364.904,19,13
2022,6,RECIFE                                            ,PE,115733,163762.195,67,31
2022,6,CAMPO MAIOR                                       ,PI,56561,80692.32,47,34
2022,6,FLORIANO                                          ,PI,82547,117926.112,224,127
2022,6,OEIRAS                                            ,PI,24722,35314.306,54,33
2022,6,PARNAÍBA                                          ,PI,271830,388358.6199999998,212,97
2022,6,PICOS                                             ,PI,42750,61027.92,50,40
2022,6,TERESINA                                          ,PI,371232,529736.3122000002,384,244
2022,6,AÇU                                               ,RN,33960,52240.2,40,26
2022,6,CAICÓ                                             ,RN,103440,157951.8,73,46
2022,6,CURRAIS NOVOS                                     ,RN,127414,194686.28,72,45
2022,6,MOSSORÓ                                           ,RN,48840,67773.63,59,26
2022,6,NATAL                                             ,RN,196243,274487.9434999998,144,78
2022,6,UMARIZAL                                          ,RN,41160,62957.7,55,38
2022,6,CACOAL                                            ,RO,7340,10866.4,12,6
2022,6,PORTO VELHO                                       ,RO,23067,34905.96,81,54
2022,6,BOA VISTA                                         ,RR,67850,93847.0,122,75
2022,6,CRUZEIRO DO SUL                                   ,RS,236580,360667.8999999998,89,88
2022,6,ERECHIM                                           ,RS,273190,392728.2000000001,33,32
2022,6,MARAU                                             ,RS,334940,475614.7999999999,52,46
2022,6,SANTA ROSA                                        ,RS,63870,93250.2,35,35
2022,6,CHAPECÓ                                           ,SC,334900,487843.8,44,44
2022,6,BERNARDINO DE CAMPOS                              ,SP,1264,1827.38,4,3
2022,7,RIO BRANCO                                        ,AC,47400,73470.0,139,103
2022,7,MACEIÓ                                            ,AL,80494,122349.0,86,38
2022,7,PALMEIRA DOS ÍNDIOS                               ,AL,118020,157632.36,94,56
2022,7,MANAUS                                            ,AM,78500,114798.0,23,17
2022,7,ITABERABA                                         ,BA,48240,65124.0,48,28
2022,7,RIBEIRA DO POMBAL                                 ,BA,8640,11659.92,6,6
2022,7,ICÓ                                               ,CE,126420,183309.0,40,36
2022,7,IGUATU                                            ,CE,83760,121452.0,52,42
2022,7,JUAZEIRO DO NORTE                                 ,CE,11340,16443.0,10,9
2022,7,MARACANAÚ                                         ,CE,107160,155382.0,41,26
2022,7,RUSSAS                                            ,CE,118860,172347.0,65,54
2022,7,SENADOR POMPEU                                    ,CE,64140,93003.0,21,17
2022,7,SOBRAL                                            ,CE,56700,82215.0,51,14
2022,7,BRASÍLIA                                          ,DF,114900,151791.56,158,122
2022,7,CACHOEIRO DE ITAPEMIRIM                           ,ES,154796,213552.9,110,92
2022,7,COLATINA                                          ,ES,192780,298776.6,166,130
2022,7,GOIÂNIA                                           ,GO,22262,29686.7308,43,26
2022,7,PONTALINA                                         ,GO,31439,39102.21,27,18
2022,7,SÃO LUÍS DE MONTES BELOS                          ,GO,24320,31009.2,39,24
2022,7,IMPERATRIZ                                        ,MA,33340,47063.6,40,25
2022,7,SÃO LUÍS                                          ,MA,82979,117210.78,110,68
2022,7,MONTES CLAROS                                     ,MG,360,658.548,1,1
2022,7,ANANINDEUA                                        ,PA,21490,30547.1,17,12
2022,7,CAMPINA GRANDE                                    ,PB,245520,376114.7999999999,147,82
2022,7,JOÃO PESSOA                                       ,PB,59200,90519.2,76,28
2022,7,MONTEIRO                                          ,PB,45908,70362.16,58,32
2022,7,PATOS                                             ,PB,2100,3222.0,2,2
2022,7,ARCOVERDE                                         ,PE,28860,40865.76,13,11
2022,7,PETROLINA                                         ,PE,45341,61506.49,16,13
2022,7,RECIFE                                            ,PE,203013,292421.992,81,41
2022,7,CAMPO MAIOR                                       ,PI,71330,100221.5,53,35
2022,7,FLORIANO                                          ,PI,72764,102283.4599999999,185,109
2022,7,OEIRAS                                            ,PI,29710,41576.2,43,36
2022,7,PARNAÍBA                                          ,PI,100726,140466.34,67,54
2022,7,PICOS                                             ,PI,40572,57056.0328,54,45
2022,7,TERESINA                                          ,PI,304863,429115.3200000001,395,239
2022,7,AÇU                                               ,RN,21360,32533.2,32,24
2022,7,CAICÓ                                             ,RN,125460,191590.56,75,43
2022,7,CURRAIS NOVOS                                     ,RN,103140,157113.6,72,37
2022,7,MOSSORÓ                                           ,RN,120060,151770.5100000001,68,32
2022,7,NATAL                                             ,RN,188636,285208.0,147,80
2022,7,UMARIZAL                                          ,RN,52560,80241.84,51,33
2022,7,CACOAL                                            ,RO,9699,14936.46,9,6
2022,7,PORTO VELHO                                       ,RO,17055,27007.752,55,38
2022,7,BOA VISTA                                         ,RR,88600,119511.2,137,86
2022,7,CRUZEIRO DO SUL                                   ,RS,162965,246763.0999999999,61,60
2022,7,ERECHIM                                           ,RS,127740,178961.2,19,17
2022,7,MARAU                                             ,RS,437320,612044.3999999999,57,52
2022,7,SANTA ROSA                                        ,RS,58485,83812.8,27,27
2022,7,CAMPOS NOVOS                                      ,SC,12000,16932.0,1,1
2022,7,CHAPECÓ                                           ,SC,129200,182301.2,18,18
2022,7,BERNARDINO DE CAMPOS                              ,SP,2647,3685.98,9,6
2022,8,RIO BRANCO                                        ,AC,82200,117853.5,168,121
2022,8,MACEIÓ                                            ,AL,115832,177222.96,122,50
2022,8,PALMEIRA DOS ÍNDIOS                               ,AL,164763,226384.362,88,74
2022,8,MANAUS                                            ,AM,83900,121984.7,23,18
2022,8,ITABERABA                                         ,BA,58440,77940.24,50,30
2022,8,RIBEIRA DO POMBAL                                 ,BA,15660,20878.5,11,10
2022,8,ICÓ                                               ,CE,49920,72547.74,18,18
2022,8,IGUATU                                            ,CE,47100,68783.04,29,26
2022,8,JUAZEIRO DO NORTE                                 ,CE,3540,5098.2,7,7
2022,8,MARACANAÚ                                         ,CE,92460,134277.42,51,27
2022,8,RUSSAS                                            ,CE,79020,114772.56,51,42
2022,8,SENADOR POMPEU                                    ,CE,19680,28235.28,9,9
2022,8,SOBRAL                                            ,CE,33780,48762.06,23,10
2022,8,BRASÍLIA                                          ,DF,125550,164339.7600000001,190,140
2022,8,CACHOEIRO DE ITAPEMIRIM                           ,ES,311228,422958.8519999998,179,130
2022,8,COLATINA                                          ,ES,222544,336041.4373000002,181,140
2022,8,GOIÂNIA                                           ,GO,73197,92280.39,62,37
2022,8,PONTALINA                                         ,GO,40670,48094.1,21,17
2022,8,SÃO LUÍS DE MONTES BELOS                          ,GO,74070,88455.5,60,31
2022,8,IMPERATRIZ                                        ,MA,27950,38847.4,39,26
2022,8,SÃO LUÍS                                          ,MA,93047,130265.8,111,66
2022,8,MONTES CLAROS                                     ,MG,1590,2850.393,2,1
2022,8,ANANINDEUA                                        ,PA,31480,41131.2,22,11
2022,8,CAMPINA GRANDE                                    ,PB,299220,439853.4000000003,150,87
2022,8,JOÃO PESSOA                                       ,PB,75660,111220.2,90,33
2022,8,MONTEIRO                                          ,PB,57047,83859.09,62,37
2022,8,PATOS                                             ,PB,2580,3792.6,5,2
2022,8,ARCOVERDE                                         ,PE,326160,479739.24,120,75
2022,8,PETROLINA                                         ,PE,22001,30668.934,14,6
2022,8,RECIFE                                            ,PE,192040,280540.1448000002,91,43
2022,8,CAMPO MAIOR                                       ,PI,77500,107317.6,56,37
2022,8,FLORIANO                                          ,PI,87123,120727.73,229,128
2022,8,OEIRAS                                            ,PI,25596,35412.48,54,45
2022,8,PARNAÍBA                                          ,PI,307578,426135.3169,252,102
2022,8,PICOS                                             ,PI,31485,43641.35,41,36
2022,8,TERESINA                                          ,PI,434683,601976.0639999998,463,269
2022,8,AÇU                                               ,RN,83871,115857.621,54,40
2022,8,CAICÓ                                             ,RN,405200,561514.6399999998,136,84
2022,8,CURRAIS NOVOS                                     ,RN,281160,392854.86,124,72
2022,8,MOSSORÓ                                           ,RN,75732,101523.529,68,36
2022,8,NATAL                                             ,RN,298380,421232.7599999997,197,90
2022,8,UMARIZAL                                          ,RN,55140,76639.74,51,37
2022,8,CACOAL                                            ,RO,1600,2280.0,4,4
