ano_agricola,dsc_safra_previsao,uf,produto,id_produto,area_plantada_mil_ha,producao_mil_t,dsc_situacao_levantamento,producao_acucar_mil_t,producao_etanol_anidro_mil_l,producao_etanol_hidratado_mil_l,producao_etanol_total_mil_l,produtcao_atr_kg_t
2013/14             ,UNICA          ,AC,CANA DE ACUCAR                          ,4238,1.2,88.9,PREVISAO                                                    ,0,0,5009.3,5009.3,95.3
2013/14             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,417.4,22454.6,PREVISAO                                                    ,1801.1,317422.4,200017.1,517439.5,124.2
2013/14             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.7,268.4,PREVISAO                                                    ,14.7,0,4865.4,4865.4,88
2013/14             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,53.5,3208.8,PREVISAO                                                    ,94,109427.7,65183.9,174611.7,125.3
2013/14             ,UNICA          ,CE,CANA DE ACUCAR                          ,4238,1.8,128.6,PREVISAO                                                    ,0,0,9002.7,9002.7,118.4
2013/14             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,65.3,3770,PREVISAO                                                    ,123,105770,76305,182075,118
2013/14             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,818.4,62017.7,PREVISAO                                                    ,1890.6,994006,2887111,3881117,139
2013/14             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,39.6,2206.1,PREVISAO                                                    ,11.3,154499.3,13445.8,167945.1,139.3
2013/14             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,779.8,60759.5,PREVISAO                                                    ,3413.7,1171543,1459526,2631069,133.6
2013/14             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,654.5,41496,PREVISAO                                                    ,1367.6,586994,1645548,2232542,126.6
2013/14             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,237.9,16948.5,PREVISAO                                                    ,412.5,539777,564184,1103961,138.1
2013/14             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,11.9,818.6,PREVISAO                                                    ,32.2,28691.3,9490.1,38181.4,122.7
2013/14             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,122.3,5283.1,PREVISAO                                                    ,83.8,204190.3,139396.9,343587.2,129.5
2013/14             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,284.6,14402.3,PREVISAO                                                    ,1139.6,187991.8,107447.2,295439,118.7
2013/14             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,15.0,851.6,PREVISAO                                                    ,52.1,30854.3,1076,31930.2,130.3
2013/14             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,586.4,42231,PREVISAO                                                    ,3036.8,473649,1018217,1491866,136
2013/14             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,39.1,2007.6,PREVISAO                                                    ,84.5,0,85401,85401,116.1
2013/14             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,51.5,2158.2,PREVISAO                                                    ,122.2,33777.9,23183.5,56961.4,105.2
2013/14             ,UNICA          ,RO,CANA DE ACUCAR                          ,4238,3.0,188.3,PREVISAO                                                    ,0,0,10766,10766,96.7
2013/14             ,UNICA          ,RS,CANA DE ACUCAR                          ,4238,1.4,73.2,PREVISAO                                                    ,0,0,4510,4510,104.1
2013/14             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,44.5,2321.3,PREVISAO                                                    ,110,38974,68518.7,107492.7,129.3
2013/14             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4552.0,372805.9,PREVISAO                                                    ,24088.6,6736041,7648805,14384846,134.4
2013/14             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,26.6,2334,PREVISAO                                                    ,0,110818.9,85274.1,196092.9,145.6
2014/15             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,385.3,22422.5,PREVISAO                                                    ,1855.7,356282.6,160654.4,516937,127
2014/15             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.3,187.1,PREVISAO                                                    ,10.7,0,2918.6,2918.6,86.5
2014/15             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,48.2,3709.1,PREVISAO                                                    ,82.5,131858.1,108531.3,240389.4,135.6
2014/15             ,UNICA          ,CE,CANA DE ACUCAR                          ,4238,1.8,130.5,PREVISAO                                                    ,0,0,9132.4,9132.4,118.4
2014/15             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,68.9,3191.7,PREVISAO                                                    ,106.1,110268,51531.3,161799.3,123.2
2014/15             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,854.2,66329.4,PREVISAO                                                    ,2012.9,1102409,3073872.3,4176281.3,139.6
2014/15             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,38.8,2347.9,PREVISAO                                                    ,8,165872.3,13588.9,179461.2,138.1
2014/15             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,805.5,59528.7,PREVISAO                                                    ,3255.5,1146473.5,1594371,2740844.5,136.7
2014/15             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,668.3,42969.8,PREVISAO                                                    ,1337.4,622125.2,1804955.7,2427080.9,129.3
2014/15             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,226.0,17011.9,PREVISAO                                                    ,405.2,506412.4,645386.3,1151798.7,141.7
2014/15             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,12.0,810.5,PREVISAO                                                    ,37.8,33195.8,7752.1,40947.9,137.4
2014/15             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,130.6,6307.9,PREVISAO                                                    ,147.5,211579.5,178771.1,390350.5,131.7
2014/15             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,260.1,14730.6,PREVISAO                                                    ,1087.2,194590.7,147416.2,342007,117.7
2014/15             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,13.9,949.1,PREVISAO                                                    ,62.1,31973.1,528.6,32501.7,129
2014/15             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,635.0,43105.6,PREVISAO                                                    ,2923.3,529092.1,1087091.8,1616183.9,135.5
2014/15             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,33.0,1586.4,PREVISAO                                                    ,37.4,0,89208.4,89208.4,119.9
2014/15             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,56.0,2688.8,PREVISAO                                                    ,152.6,61497.7,23848.6,85346.3,115
2014/15             ,UNICA          ,RO,CANA DE ACUCAR                          ,4238,4.4,371.6,PREVISAO                                                    ,0,0,12596.1,12596.1,57.3
2014/15             ,UNICA          ,RS,CANA DE ACUCAR                          ,4238,1.4,73.4,PREVISAO                                                    ,0,0,4398.5,4398.5,101.4
2014/15             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,44.4,2376.4,PREVISAO                                                    ,118.3,27639.3,83143.5,110782.8,131.9
2014/15             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4685.7,341589.7,PREVISAO                                                    ,21919.9,6387665.5,7765309.2,14152974.7,138.8
2014/15             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,27.9,2348.4,PREVISAO                                                    ,0,109107.4,66875,175982.4,130.2
2015/16             ,UNICA          ,AC,CANA DE ACUCAR                          ,4238,1.0,86.1,PREVISAO                                                    ,0,0,4511.5,4511.5,88.6
2015/16             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,323.6,16193.4,PREVISAO                                                    ,1213.2,211343.5,161763.1,373106.6,118.6
2015/16             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.4,216.3,PREVISAO                                                    ,12.4,0,5802.3,5802.3,105.3
2015/16             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,53.3,3816.4,PREVISAO                                                    ,86.8,46364.5,175027.3,221391.8,122.9
2015/16             ,UNICA          ,CE,CANA DE ACUCAR                          ,4238,2.7,208.6,PREVISAO                                                    ,0,0,14594.5,14594.5,118.3
2015/16             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,55.5,2809.6,PREVISAO                                                    ,70.9,82227.7,68608.9,150836.6,119.5
2015/16             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,885.8,73190.5,PREVISAO                                                    ,1892.2,1035223.5,3642796.7,4678020.2,136.3
2015/16             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,40.3,2455.1,PREVISAO                                                    ,12.5,146165.2,41132,187297.2,138.8
2015/16             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,866.5,64932.4,PREVISAO                                                    ,3249.4,1038253,2045690.3,3083943.4,134
2015/16             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,596.8,48685.4,PREVISAO                                                    ,1325.1,650365.5,2169852.4,2820217.8,127.5
2015/16             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,232.8,17150.5,PREVISAO                                                    ,337.1,528162.2,798441.8,1326604,153.7
2015/16             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,11.4,682.3,PREVISAO                                                    ,22.2,29794.3,11138,40932.3,138.9
2015/16             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,124.8,5532.5,PREVISAO                                                    ,129.1,173023.1,166725.5,339748.6,130.7
2015/16             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,254.2,11349,PREVISAO                                                    ,822.3,154199.1,193528.2,347727.3,128.9
2015/16             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,15.1,967.4,PREVISAO                                                    ,66.9,29333.7,3336.1,32669.8,132
2015/16             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,515.7,41286.1,PREVISAO                                                    ,2703,586117.7,990844.3,1576962,134.4
2015/16             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,34.3,1066.2,PREVISAO                                                    ,0,0,58656.6,58656.6,93
2015/16             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,53.2,2467.7,PREVISAO                                                    ,137.7,52106.3,37322,89428.3,121.4
2015/16             ,UNICA          ,RO,CANA DE ACUCAR                          ,4238,4.3,191,PREVISAO                                                    ,0,0,12908.8,12908.8,114.3
2015/16             ,UNICA          ,RS,CANA DE ACUCAR                          ,4238,1.2,61.2,PREVISAO                                                    ,0,0,3783.7,3783.7,104.6
2015/16             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,49.8,2284.7,PREVISAO                                                    ,105.4,26111.4,85785.5,111896.9,132.1
2015/16             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4498.3,367587.6,PREVISAO                                                    ,21302.7,6276251.4,8491414.5,14767665.9,130
2015/16             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,30.2,2366.2,PREVISAO                                                    ,0,143458.4,69360.2,212818.6,156.6
2016/17             ,UNICA          ,AC,CANA DE ACUCAR                          ,4238,2.2,64.1,PREVISAO                                                    ,0,0,3674,3674,96.9
2016/17             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,322.2,16030.6,PREVISAO                                                    ,1446,275617,107376,382993,136.3
2016/17             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.6,261.2,PREVISAO                                                    ,13.9,0,5496,5496,91.4
2016/17             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,40.0,2367,PREVISAO                                                    ,124.8,55671,50224,105895,132.7
2016/17             ,UNICA          ,CE,CANA DE ACUCAR                          ,4238,1.4,74,PREVISAO                                                    ,0,0,5242,5242,119.8
2016/17             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,47.5,1356.9,PREVISAO                                                    ,64,48199,12532,60731,127.8
2016/17             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,962.6,67626.8,PREVISAO                                                    ,2101.7,1019082,3381868,4400950,143.8
2016/17             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,39.4,1842.3,PREVISAO                                                    ,11.6,109712,17649,127361,127.9
2016/17             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,853.1,63670.3,PREVISAO                                                    ,3992.2,1088416,1569039,2657455,137.7
2016/17             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,619.0,50292,PREVISAO                                                    ,1734.8,794938,1914362,2709300,128.5
2016/17             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,229.9,16341.5,PREVISAO                                                    ,397.7,523484,697215,1220699,154.2
2016/17             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,11.1,717.8,PREVISAO                                                    ,30,28724,4486,33210,125.1
2016/17             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,110.3,4856.1,PREVISAO                                                    ,186.8,138746,144994,283740,141.3
2016/17             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,243.7,11825.8,PREVISAO                                                    ,1004.1,131886,203166,335052,137.9
2016/17             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,15.2,760.5,PREVISAO                                                    ,54.8,21390,215,21605,125.7
2016/17             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,617.7,42216.7,PREVISAO                                                    ,3205.7,598141,803129,1401270,136.9
2016/17             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,26.4,1005.2,PREVISAO                                                    ,28.6,0,48315,48315,111.2
2016/17             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,48.4,1974.9,PREVISAO                                                    ,124.9,32556,28606,61162,120
2016/17             ,UNICA          ,RO,CANA DE ACUCAR                          ,4238,3.4,136.6,PREVISAO                                                    ,0,0,9487,9487,117.5
2016/17             ,UNICA          ,RS,CANA DE ACUCAR                          ,4238,1.1,45.5,PREVISAO                                                    ,0,0,2914,2914,108.3
2016/17             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,45.9,1706.5,PREVISAO                                                    ,109.7,22647,43374,66021,133.9
2016/17             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4773.1,369925.1,PREVISAO                                                    ,24059.8,6066898,7635869,13702767,132.1
2016/17             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,32.0,2086.6,PREVISAO                                                    ,0,116738,45446,162184,135.6
2017/18             ,UNICA          ,AC,CANA DE ACUCAR                          ,4238,0.0,0,PREVISAO                                                    ,0,0,0,0,0
2017/18             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,303.8,13646.9,PREVISAO                                                    ,1064.9,217373,109529,326902,123.6
2017/18             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.6,222.1,PREVISAO                                                    ,11.9,0,4845,4845,93.1
2017/18             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,47.1,3539.7,PREVISAO                                                    ,160.1,74714,105931,180645,135.3
2017/18             ,UNICA          ,CE,CANA DE ACUCAR                          ,4238,0.0,0,PREVISAO                                                    ,0,0,0,0,0
2017/18             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,47.6,2380.7,PREVISAO                                                    ,126.8,77370,13282,90652,122.7
2017/18             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,911.6,70622,PREVISAO                                                    ,2234.6,1060506,3445990,4506496,142.2
2017/18             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,38.0,2220.5,PREVISAO                                                    ,22.6,142972,19688,162660,139.3
2017/18             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,824.9,65017.4,PREVISAO                                                    ,4237.3,1005722,1715029,2720751,140.3
2017/18             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,666.0,46940.2,PREVISAO                                                    ,1491.7,866264,1765958,2632222,129.6
2017/18             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,226.9,16101.9,PREVISAO                                                    ,410.5,511939,593676,1105615,145.2
2017/18             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,13.5,976.7,PREVISAO                                                    ,45.9,43472,8086,51558,141.9
2017/18             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,119.6,5829.5,PREVISAO                                                    ,159,183734,180164,363898,136.5
2017/18             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,223.2,10819,PREVISAO                                                    ,756.8,91985,227334,319319,124
2017/18             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,15.7,850,PREVISAO                                                    ,63,19577,823,20400,120.1
2017/18             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,583.7,37477.4,PREVISAO                                                    ,2929.5,584979,702864,1287843,141.3
2017/18             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,17.5,872.1,PREVISAO                                                    ,35.4,0,46416,46416,132.6
2017/18             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,57.8,2516.1,PREVISAO                                                    ,160.6,32032,44959,76991,119.7
2017/18             ,UNICA          ,RO,CANA DE ACUCAR                          ,4238,1.8,78,PREVISAO                                                    ,0,0,4444,4444,96.4
2017/18             ,UNICA          ,RS,CANA DE ACUCAR                          ,4238,1.2,44.8,PREVISAO                                                    ,0,0,2485,2485,93.8
2017/18             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,37.0,1718.8,PREVISAO                                                    ,96.2,24031,46113,70144,128.8
2017/18             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4558.4,349200.5,PREVISAO                                                    ,23859.1,5942501,7144554,13087055,136.3
2017/18             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,30.6,2187.6,PREVISAO                                                    ,0,115747,60566,176313,140.2
2018/19             ,UNICA          ,AC,CANA DE ACUCAR                          ,4238,0.0,0,PREVISAO                                                    ,0,0,0,0,0
2018/19             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,293.2,16201.8,PREVISAO                                                    ,1194.8,180350,310059,490409,129.4
2018/19             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.5,236.9,PREVISAO                                                    ,12.5,,5468,5468,94.6
2018/19             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,43.5,3742.9,PREVISAO                                                    ,108,80210,165488,245698,142.9
2018/19             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,46.7,3174.1,PREVISAO                                                    ,146.9,111542,25751,137293,124.3
2018/19             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,917.1,70001.4,PREVISAO                                                    ,1670,686734,4035481,4722215,139.9
2018/19             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,35.3,1964.3,PREVISAO                                                    ,21.8,122828,25088,147916,143.6
2018/19             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,848.0,63199.8,PREVISAO                                                    ,3063.3,824928,2413422,3238350,138.5
2018/19             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,647.4,49504.7,PREVISAO                                                    ,944.3,799734,2477161,3276895,133.2
2018/19             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,228.9,17348.9,PREVISAO                                                    ,370.5,470348,742289,1212637,142.6
2018/19             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,14.4,999,PREVISAO                                                    ,47,36093,10033,46126,130.2
2018/19             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,122.1,5589.1,PREVISAO                                                    ,117.5,152662,229338,382000,139.7
2018/19             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,231.2,11425.4,PREVISAO                                                    ,732.8,79843,352050,431893,131.8
2018/19             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,19.0,1167.2,PREVISAO                                                    ,78.4,18020,19460,37480,126
2018/19             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,569.1,35495.2,PREVISAO                                                    ,2096.2,517904,1091418,1609322,139.7
2018/19             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,21.4,1057.5,PREVISAO                                                    ,21.2,,58288,58288,114.3
2018/19             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,53.1,2429.3,PREVISAO                                                    ,118.2,16531,88446,104977,124.7
2018/19             ,UNICA          ,RO,CANA DE ACUCAR                          ,4238,1.3,58,PREVISAO                                                    ,,,2100,2100,61.2
2018/19             ,UNICA          ,RS,CANA DE ACUCAR                          ,4238,0.9,39.1,PREVISAO                                                    ,,,2189,2189,94.7
2018/19             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,36.6,1896.3,PREVISAO                                                    ,99.3,19099,81803,100902,145.7
2018/19             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4426.2,332880.6,PREVISAO                                                    ,18195.5,5137959,10806319,15944278,139.5
2018/19             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,30.4,2023.9,PREVISAO                                                    ,,69684,85523,155207,132.2
2019/20             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,292.0,17439.5,PREVISAO                                                    ,1394.1,217677,304851.8,522528.8,135.5
2019/20             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.4,290.4,PREVISAO                                                    ,12.3,,8816,8816,95.9
2019/20             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,47.0,4105,PREVISAO                                                    ,118.6,83381,165640,249021,134.4
2019/20             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,48.6,2883.9,PREVISAO                                                    ,137.6,105342,13576,118918,122.5
2019/20             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,943.3,75273.7,PREVISAO                                                    ,1781.8,775063,4473964,5249027,143.5
2019/20             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,34.1,2343.1,PREVISAO                                                    ,23.3,142248,25813,168061,136.2
2019/20             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,820.5,68699.8,PREVISAO                                                    ,3192.7,1022456,2568537,3590993,138.3
2019/20             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,661.0,47515,PREVISAO                                                    ,730.7,672410,2668903,3341313,136.1
2019/20             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,215.6,17657.7,PREVISAO                                                    ,404.9,368075,812115,1180190,138.6
2019/20             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,14.5,1195,PREVISAO                                                    ,55.6,42634,15667,58301,134
2019/20             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,122.8,6736.2,PREVISAO                                                    ,141.1,204306,238440,442746,135.4
2019/20             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,237.3,12519.6,PREVISAO                                                    ,860.4,113312,337418,450730,133.7
2019/20             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,19.2,1249,PREVISAO                                                    ,84,16804,29653,46457,134.5
2019/20             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,531.0,34352.6,PREVISAO                                                    ,2197.4,564486.5,1059700.5,1624187,148.3
2019/20             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,29.2,845.8,PREVISAO                                                    ,4.4,,57374,57374,120.1
2019/20             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,55.2,2781.4,PREVISAO                                                    ,137.4,22863,101535,124398,128.1
2019/20             ,UNICA          ,RO,CANA DE ACUCAR                          ,4238,0.0,0,PREVISAO                                                    ,0,0,0,0,0
2019/20             ,UNICA          ,RS,CANA DE ACUCAR                          ,4238,0.7,31,PREVISAO                                                    ,,,1638,1638,89.5
2019/20             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,36.7,1947.5,PREVISAO                                                    ,82.2,21997,89166,111163,141.6
2019/20             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4302.2,342614.3,PREVISAO                                                    ,18437.2,5661866,10827520,16489386,139.1
2019/20             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,27.7,2237.2,PREVISAO                                                    ,,81536,84834,166370,128.5
2020/21             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,298.4,17003,PREVISAO                                                    ,1436.1,189696,233069,422765,131.5
2020/21             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.7,281.5,PREVISAO                                                    ,10.9,,9009,9009,94.9
2020/21             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,50.4,4459.9,PREVISAO                                                    ,134.2,117022,156524,273546,137.2
2020/21             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,46.9,2655.2,PREVISAO                                                    ,137.2,70903,40433,111336,127.1
2020/21             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,971.6,74039.9,PREVISAO                                                    ,2319.1,881689,3864977,4746666,142.2
2020/21             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,33.1,2427.4,PREVISAO                                                    ,15,162468,15726,178194,135.6
2020/21             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,854.2,70565.8,PREVISAO                                                    ,4714.9,911749,2159728,3071477,144.7
2020/21             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,637.2,48991.7,PREVISAO                                                    ,1847.5,655169,2214263,2869432,139.6
2020/21             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,214.6,16773.2,PREVISAO                                                    ,484.4,383133,789738.2,1172871.2,150.3
2020/21             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,13.8,1036.4,PREVISAO                                                    ,50.9,38676,11724,50400,136.6
2020/21             ,UNICA          ,PB,CANA DE ACUCAR                          ,4238,118.3,6242.1,PREVISAO                                                    ,143.8,180028,226054,406082,136.3
2020/21             ,UNICA          ,PE,CANA DE ACUCAR                          ,4238,233.0,11827.4,PREVISAO                                                    ,872.9,103092,254787,357879,129.3
2020/21             ,UNICA          ,PI,CANA DE ACUCAR                          ,4238,20.1,1177.3,PREVISAO                                                    ,81.7,28135,10473,38608,130.1
2020/21             ,UNICA          ,PR,CANA DE ACUCAR                          ,4238,522.9,31961.6,PREVISAO                                                    ,2619.2,455264,717403,1172667,139.5
2020/21             ,UNICA          ,RJ,CANA DE ACUCAR                          ,4238,32.7,1083.3,PREVISAO                                                    ,8.2,,74305,74305,124
2020/21             ,UNICA          ,RN,CANA DE ACUCAR                          ,4238,57.7,3067.8,PREVISAO                                                    ,173.6,31337,86270,117607,125
2020/21             ,UNICA          ,RS,CANA DE ACUCAR                          ,4238,0.7,29.7,PREVISAO                                                    ,,,1628.8,1628.8,92.8
2020/21             ,UNICA          ,SE,CANA DE ACUCAR                          ,4238,38.7,2243.6,PREVISAO                                                    ,117.6,21119,86627,107746,136.9
2020/21             ,UNICA          ,SP,CANA DE ACUCAR                          ,4238,4444.2,354288.4,PREVISAO                                                    ,26087.1,5005270,9382984,14388254,147
2020/21             ,UNICA          ,TO,CANA DE ACUCAR                          ,4238,28.2,2171,PREVISAO                                                    ,,87062,88888,175950,140
2021/22             ,UNICA          ,AL,CANA DE ACUCAR                          ,4238,307.7,19199.9,PREVISAO                                                    ,1376.6,197147,233385,430532,113.9
2021/22             ,UNICA          ,AM,CANA DE ACUCAR                          ,4238,3.7,306.3,PREVISAO                                                    ,14.7,0,7697,7697,92.7
2021/22             ,UNICA          ,BA,CANA DE ACUCAR                          ,4238,57.0,4654.1,PREVISAO                                                    ,129.6,121002,192890,313892,145.2
2021/22             ,UNICA          ,ES,CANA DE ACUCAR                          ,4238,46.5,2653.9,PREVISAO                                                    ,129.6,82179,31385,113564,125.9
2021/22             ,UNICA          ,GO,CANA DE ACUCAR                          ,4238,962.9,71898.3,PREVISAO                                                    ,2297.5,1206631,3590325,4796956,147.6
2021/22             ,UNICA          ,MA,CANA DE ACUCAR                          ,4238,28.6,2266.9,PREVISAO                                                    ,28.8,154101,9724,163825,140.6
2021/22             ,UNICA          ,MG,CANA DE ACUCAR                          ,4238,846.5,63947.7,PREVISAO                                                    ,4145.2,1217235,1712721,2929956,146.9
2021/22             ,UNICA          ,MS,CANA DE ACUCAR                          ,4238,648.6,44180.3,PREVISAO                                                    ,1373.8,745093,1804472,2549565,131.5
2021/22             ,UNICA          ,MT,CANA DE ACUCAR                          ,4238,195.2,15291.8,PREVISAO                                                    ,471.8,384239,627903,1012142,146.2
2021/22             ,UNICA          ,PA,CANA DE ACUCAR                          ,4238,14.1,1239.8,PREVISAO                                                    ,66.5,43522,13963,57485,137.3
