ano_entrega;mes_entrega;municipio;uf;regiao;sexo;ds_unidade_medida;qtd_entregue;valor_entregue
2024,0;1,0;SÃO FIDÉLIS-RJ                ;RJ;SUDESTE        ;FEMININO  ;kg        ;1891,938;13266,0034
2024,0;1,0;SÃO FIDÉLIS-RJ                ;RJ;SUDESTE        ;MASCULINO ;kg        ;1884,1;11918,761
2024,0;1,0;SÃO FRANCISCO DE ITABAPOANA-RJ;RJ;SUDESTE        ;FEMININO  ;kg        ;1427,46;5938,2336
2024,0;1,0;SÃO SEBASTIÃO DO ALTO-RJ      ;RJ;SUDESTE        ;FEMININO  ;kg        ;4571,0;30918,626
2024,0;1,0;SÃO SEBASTIÃO DO ALTO-RJ      ;RJ;SUDESTE        ;MASCULINO ;kg        ;2909,6;16399,186
2024,0;1,0;SUMIDOURO-RJ                  ;RJ;SUDESTE        ;MASCULINO ;kg        ;2906,977;10000,00088
2024,0;1,0;TERESÓPOLIS-RJ                ;RJ;SUDESTE        ;MASCULINO ;kg        ;298,5;1887,915
2024,0;1,0;TRAJANO DE MORAES-RJ          ;RJ;SUDESTE        ;FEMININO  ;kg        ;1279,1;10354,875
2024,0;1,0;BIRITIBA-MIRIM-SP             ;SP;SUDESTE        ;FEMININO  ;kg        ;6451,43;67139,2229
2024,0;1,0;BOREBI-SP                     ;SP;SUDESTE        ;FEMININO  ;kg        ;1166,0;3690,1
2024,0;1,0;ELDORADO-SP                   ;SP;SUDESTE        ;FEMININO  ;kg        ;1800,0;9306,0
2024,0;1,0;ELDORADO-SP                   ;SP;SUDESTE        ;MASCULINO ;kg        ;2200,0;11374,0
2024,0;1,0;IARAS-SP                      ;SP;SUDESTE        ;FEMININO  ;kg        ;9257,0;25064,0
2024,0;1,0;IARAS-SP                      ;SP;SUDESTE        ;MASCULINO ;kg        ;1159,0;3330,9
2024,0;1,0;IPERÓ-SP                      ;SP;SUDESTE        ;FEMININO  ;kg        ;1640,0;6323,0
2024,0;1,0;IPERÓ-SP                      ;SP;SUDESTE        ;MASCULINO ;kg        ;7850,0;21495,0
2024,0;1,0;ITABERÁ-SP                    ;SP;SUDESTE        ;FEMININO  ;kg        ;4334,0;53798,57
2024,0;1,0;ITABERÁ-SP                    ;SP;SUDESTE        ;MASCULINO ;kg        ;279,0;3766,18
2024,0;1,0;JABOTICABAL-SP                ;SP;SUDESTE        ;FEMININO  ;kg        ;6466,0;37818,08
2024,0;1,0;MIRANDÓPOLIS-SP               ;SP;SUDESTE        ;FEMININO  ;kg        ;3943,1;26533,124
2024,0;1,0;MIRANTE DO PARANAPANEMA-SP    ;SP;SUDESTE        ;FEMININO  ;kg        ;7160,0;25677,5
2024,0;1,0;MIRANTE DO PARANAPANEMA-SP    ;SP;SUDESTE        ;MASCULINO ;kg        ;5270,0;17844,7
2024,0;1,0;NOVA CAMPINA-SP               ;SP;SUDESTE        ;FEMININO  ;kg        ;10904,385;34927,1926
2024,0;1,0;NOVA CAMPINA-SP               ;SP;SUDESTE        ;MASCULINO ;kg        ;14322,128;57084,5994
2024,0;1,0;PRESIDENTE EPITÁCIO-SP        ;SP;SUDESTE        ;FEMININO  ;kg        ;15017,0;37732,7
2024,0;1,0;PRESIDENTE EPITÁCIO-SP        ;SP;SUDESTE        ;MASCULINO ;kg        ;914,0;2321,3
2024,0;1,0;PROMISSÃO-SP                  ;SP;SUDESTE        ;FEMININO  ;kg        ;12147,0;66525,52
2024,0;1,0;PROMISSÃO-SP                  ;SP;SUDESTE        ;MASCULINO ;kg        ;1187,0;7900,25
2024,0;1,0;REGISTRO-SP                   ;SP;SUDESTE        ;FEMININO  ;kg        ;269,5;1405,0
2024,0;1,0;SUMARÉ-SP                     ;SP;SUDESTE        ;FEMININO  ;kg        ;12524,36;30761,936
2024,0;1,0;SUMARÉ-SP                     ;SP;SUDESTE        ;MASCULINO ;kg        ;7551,64;24039,864
2024,0;1,0;TEODORO SAMPAIO-SP            ;SP;SUDESTE        ;FEMININO  ;kg        ;9132,0;29567,4
2024,0;1,0;TEODORO SAMPAIO-SP            ;SP;SUDESTE        ;MASCULINO ;kg        ;1393,0;3068,2
2024,0;1,0;AMAPORÃ-PR                    ;PR;SUL            ;FEMININO  ;kg        ;1367,0;10906,52
2024,0;1,0;AMAPORÃ-PR                    ;PR;SUL            ;MASCULINO ;kg        ;555,0;2158,25
2024,0;1,0;BARBOSA FERRAZ-PR             ;PR;SUL            ;FEMININO  ;kg        ;2437,0;15701,58
2024,0;1,0;BARBOSA FERRAZ-PR             ;PR;SUL            ;MASCULINO ;kg        ;60,0;1090,2
2024,0;1,0;CAMPINA DO SIMÃO-PR           ;PR;SUL            ;FEMININO  ;kg        ;1669,0;11996,57
2024,0;1,0;CAMPINA DO SIMÃO-PR           ;PR;SUL            ;MASCULINO ;kg        ;124,0;583,7
2024,0;1,0;CÂNDIDO DE ABREU-PR           ;PR;SUL            ;MASCULINO ;kg        ;224,0;384,08
2024,0;1,0;CANDÓI-PR                     ;PR;SUL            ;FEMININO  ;kg        ;15509,0;65078,67
2024,0;1,0;CANDÓI-PR                     ;PR;SUL            ;MASCULINO ;kg        ;5395,0;23267,78
2024,0;1,0;CERRO AZUL-PR                 ;PR;SUL            ;FEMININO  ;kg        ;9111,0;22446,9
2024,0;1,0;CERRO AZUL-PR                 ;PR;SUL            ;MASCULINO ;kg        ;1166,0;1958,88
2024,0;1,0;CONTENDA-PR                   ;PR;SUL            ;FEMININO  ;kg        ;874,0;5184,94
2024,0;1,0;CONTENDA-PR                   ;PR;SUL            ;MASCULINO ;kg        ;360,0;2307,6
2024,0;1,0;CORUMBATAÍ DO SUL-PR          ;PR;SUL            ;FEMININO  ;kg        ;1322,0;14258,98
2024,0;1,0;GODOY MOREIRA-PR              ;PR;SUL            ;FEMININO  ;kg        ;761,0;3617,38
2024,0;1,0;GODOY MOREIRA-PR              ;PR;SUL            ;MASCULINO ;kg        ;71,0;612,73
2024,0;1,0;LAPA-PR                       ;PR;SUL            ;FEMININO  ;kg        ;1225,0;10650,38
2024,0;1,0;LAPA-PR                       ;PR;SUL            ;MASCULINO ;kg        ;372,0;3464,06
2024,0;1,0;LARANJEIRAS DO SUL-PR         ;PR;SUL            ;FEMININO  ;kg        ;1254,0;11159,82
2024,0;1,0;LARANJEIRAS DO SUL-PR         ;PR;SUL            ;MASCULINO ;kg        ;720,0;5208,8
2024,0;1,0;MATO RICO-PR                  ;PR;SUL            ;FEMININO  ;kg        ;10622,0;75704,3
2024,0;1,0;ORTIGUEIRA-PR                 ;PR;SUL            ;FEMININO  ;kg        ;666,0;2085,51
2024,0;1,0;ORTIGUEIRA-PR                 ;PR;SUL            ;MASCULINO ;kg        ;1060,0;3781,57
2024,0;1,0;PARANACITY-PR                 ;PR;SUL            ;FEMININO  ;kg        ;745,0;3669,76
2024,0;1,0;PITANGA-PR                    ;PR;SUL            ;FEMININO  ;kg        ;2626,0;20613,62
2024,0;1,0;PLANALTINA DO PARANÁ-PR       ;PR;SUL            ;FEMININO  ;kg        ;4998,0;37637,21
2024,0;1,0;PLANALTINA DO PARANÁ-PR       ;PR;SUL            ;MASCULINO ;kg        ;556,0;4094,49
2024,0;1,0;PRUDENTÓPOLIS-PR              ;PR;SUL            ;FEMININO  ;kg        ;894,0;7715,22
2024,0;1,0;REBOUÇAS-PR                   ;PR;SUL            ;FEMININO  ;kg        ;883,0;2166,23
2024,0;1,0;REBOUÇAS-PR                   ;PR;SUL            ;MASCULINO ;kg        ;822,0;2234,28
2024,0;1,0;RESERVA DO IGUAÇU-PR          ;PR;SUL            ;FEMININO  ;kg        ;852,0;4635,92
2024,0;1,0;RESERVA DO IGUAÇU-PR          ;PR;SUL            ;MASCULINO ;kg        ;1300,0;5230,87
2024,0;1,0;RIO AZUL-PR                   ;PR;SUL            ;FEMININO  ;kg        ;3873,0;17743,54
2024,0;1,0;RIO AZUL-PR                   ;PR;SUL            ;MASCULINO ;kg        ;1155,0;5886,71
2024,0;1,0;RONCADOR-PR                   ;PR;SUL            ;FEMININO  ;kg        ;3861,0;16838,62
2024,0;1,0;SANTO ANTÔNIO DA PLATINA-PR   ;PR;SUL            ;FEMININO  ;kg        ;703,0;3439,08
2024,0;1,0;SANTO ANTÔNIO DA PLATINA-PR   ;PR;SUL            ;MASCULINO ;kg        ;504,0;3365,25
2024,0;1,0;SÃO JOSÉ DAS PALMEIRAS-PR     ;PR;SUL            ;FEMININO  ;kg        ;2894,0;17146,03
2024,0;1,0;SÃO JOSÉ DAS PALMEIRAS-PR     ;PR;SUL            ;MASCULINO ;kg        ;317,0;1438,08
2024,0;1,0;TERRA RICA-PR                 ;PR;SUL            ;FEMININO  ;kg        ;625,0;4975,7
2024,0;1,0;TERRA RICA-PR                 ;PR;SUL            ;MASCULINO ;kg        ;265,0;2255,15
2024,0;1,0;ÁGUA SANTA-RS                 ;RS;SUL            ;FEMININO  ;kg        ;1897,0;8689,31
2024,0;1,0;ÁGUA SANTA-RS                 ;RS;SUL            ;MASCULINO ;kg        ;1707,0;15887,39
2024,0;1,0;ARROIO DO PADRE-RS            ;RS;SUL            ;FEMININO  ;kg        ;3470,0;23267,76
2024,0;1,0;ARROIO DO PADRE-RS            ;RS;SUL            ;MASCULINO ;kg        ;1453,0;7235,49
2024,0;1,0;BARÃO DE COTEGIPE-RS          ;RS;SUL            ;FEMININO  ;kg        ;75,0;1185,75
2024,0;1,0;BARÃO DE COTEGIPE-RS          ;RS;SUL            ;MASCULINO ;kg        ;55,0;451,55
2024,0;1,0;BENTO GONÇALVES-RS            ;RS;SUL            ;FEMININO  ;kg        ;3744,0;22464,0
2024,0;1,0;BOQUEIRÃO DO LEÃO-RS          ;RS;SUL            ;FEMININO  ;kg        ;2111,0;11282,79
2024,0;1,0;BOQUEIRÃO DO LEÃO-RS          ;RS;SUL            ;MASCULINO ;kg        ;1090,0;7280,1
2024,0;1,0;CASEIROS-RS                   ;RS;SUL            ;FEMININO  ;kg        ;240,0;4112,4
2024,0;1,0;CASEIROS-RS                   ;RS;SUL            ;MASCULINO ;kg        ;40,0;766,4
2024,0;1,0;CAXIAS DO SUL-RS              ;RS;SUL            ;FEMININO  ;kg        ;1043,0;6919,47
2024,0;1,0;CAXIAS DO SUL-RS              ;RS;SUL            ;MASCULINO ;kg        ;1286,5;7857,195
2024,0;1,0;CENTENÁRIO-RS                 ;RS;SUL            ;FEMININO  ;kg        ;24,0;144,0
2024,0;1,0;ELDORADO DO SUL-RS            ;RS;SUL            ;FEMININO  ;kg        ;36,0;356,24
2024,0;1,0;ENCRUZILHADA DO SUL-RS        ;RS;SUL            ;FEMININO  ;kg        ;1000,0;8390,0
2024,0;1,0;EREBANGO-RS                   ;RS;SUL            ;MASCULINO ;kg        ;700,0;4781,0
2024,0;1,0;ERECHIM-RS                    ;RS;SUL            ;FEMININO  ;kg        ;367,0;4511,0
2024,0;1,0;ERECHIM-RS                    ;RS;SUL            ;MASCULINO ;kg        ;455,0;2283,2
2024,0;1,0;GETÚLIO VARGAS-RS             ;RS;SUL            ;FEMININO  ;kg        ;500,0;3632,0
2024,0;1,0;GETÚLIO VARGAS-RS             ;RS;SUL            ;MASCULINO ;kg        ;515,0;4788,35
2024,0;1,0;IBIAÇÁ-RS                     ;RS;SUL            ;FEMININO  ;kg        ;410,0;1531,1
2024,0;1,0;IBIRAIARAS-RS                 ;RS;SUL            ;FEMININO  ;kg        ;54,0;236,7
2024,0;1,0;ITATIBA DO SUL-RS             ;RS;SUL            ;FEMININO  ;kg        ;1013,0;8931,56
2024,0;1,0;JACUTINGA-RS                  ;RS;SUL            ;FEMININO  ;kg        ;152,0;1302,64
2024,0;1,0;LAGOA VERMELHA-RS             ;RS;SUL            ;FEMININO  ;kg        ;214,0;2765,9
2024,0;1,0;LAGOA VERMELHA-RS             ;RS;SUL            ;MASCULINO ;kg        ;402,0;6660,3
2024,0;1,0;MARCELINO RAMOS-RS            ;RS;SUL            ;FEMININO  ;kg        ;4212,0;29989,44
2024,0;1,0;MARCELINO RAMOS-RS            ;RS;SUL            ;MASCULINO ;kg        ;72,0;512,64
2024,0;1,0;MAXIMILIANO DE ALMEIDA-RS     ;RS;SUL            ;FEMININO  ;kg        ;90,0;640,8
2024,0;1,0;MAXIMILIANO DE ALMEIDA-RS     ;RS;SUL            ;MASCULINO ;kg        ;2106,0;14994,72
2024,0;1,0;MORRO REDONDO-RS              ;RS;SUL            ;FEMININO  ;kg        ;357,0;2737,38
2024,0;1,0;MORRO REDONDO-RS              ;RS;SUL            ;MASCULINO ;kg        ;138,0;816,0
2024,0;1,0;NOVA SANTA RITA-RS            ;RS;SUL            ;FEMININO  ;kg        ;4123,05;22824,102
2024,0;1,0;NOVA SANTA RITA-RS            ;RS;SUL            ;MASCULINO ;kg        ;746,28;5166,7804
2024,0;1,0;PAIM FILHO-RS                 ;RS;SUL            ;MASCULINO ;kg        ;55,0;635,75
2024,0;1,0;PELOTAS-RS                    ;RS;SUL            ;FEMININO  ;kg        ;1262,0;8404,74
2024,0;1,0;PELOTAS-RS                    ;RS;SUL            ;MASCULINO ;kg        ;500,0;2385,0
2024,0;1,0;PONTÃO-RS                     ;RS;SUL            ;FEMININO  ;kg        ;4577,0;16016,74
2024,0;1,0;PONTÃO-RS                     ;RS;SUL            ;MASCULINO ;kg        ;1496,0;7648,02
2024,0;1,0;PONTE PRETA-RS                ;RS;SUL            ;FEMININO  ;kg        ;186,0;3394,52
2024,0;1,0;PORTO LUCENA-RS               ;RS;SUL            ;FEMININO  ;kg        ;565,0;2288,25
2024,0;1,0;PORTO VERA CRUZ-RS            ;RS;SUL            ;FEMININO  ;kg        ;1890,0;11430,66
2024,0;1,0;PORTO VERA CRUZ-RS            ;RS;SUL            ;MASCULINO ;kg        ;659,0;5664,5
2024,0;1,0;RONDA ALTA-RS                 ;RS;SUL            ;MASCULINO ;kg        ;187,0;1569,51
2024,0;1,0;SANTA CRUZ DO SUL-RS          ;RS;SUL            ;FEMININO  ;kg        ;3725,0;23323,0
2024,0;1,0;SANTA CRUZ DO SUL-RS          ;RS;SUL            ;MASCULINO ;kg        ;226,0;5101,1
2024,0;1,0;SANTO EXPEDITO DO SUL-RS      ;RS;SUL            ;FEMININO  ;kg        ;380,0;2188,8
2024,0;1,0;SÃO JOSÉ DO NORTE-RS          ;RS;SUL            ;FEMININO  ;kg        ;3616,7;26075,8455
2024,0;1,0;SÃO VALENTIM-RS               ;RS;SUL            ;FEMININO  ;kg        ;900,0;3240,0
2024,0;1,0;TAPEJARA-RS                   ;RS;SUL            ;FEMININO  ;kg        ;170,0;1468,8
2024,0;1,0;TAPES-RS                      ;RS;SUL            ;FEMININO  ;kg        ;1134,0;5311,95
2024,0;1,0;TRÊS ARROIOS-RS               ;RS;SUL            ;MASCULINO ;kg        ;4807,0;34225,84
2024,0;1,0;TRÊS FORQUILHAS-RS            ;RS;SUL            ;FEMININO  ;kg        ;878,0;5759,68
2024,0;1,0;VALE DO SOL-RS                ;RS;SUL            ;FEMININO  ;kg        ;468,0;4207,32
2024,0;1,0;VERA CRUZ-RS                  ;RS;SUL            ;FEMININO  ;kg        ;4273,8;33843,244
2024,0;1,0;VERA CRUZ-RS                  ;RS;SUL            ;MASCULINO ;kg        ;416,0;5320,77
2024,0;1,0;VIAMÃO-RS                     ;RS;SUL            ;FEMININO  ;kg        ;14395,0;74997,95
2024,0;1,0;VIAMÃO-RS                     ;RS;SUL            ;MASCULINO ;kg        ;11766,0;60785,86
2024,0;1,0;NOVO HORIZONTE-SC             ;SC;SUL            ;FEMININO  ;kg        ;15,0;452,25
2024,0;1,0;SÃO LOURENÇO DO OESTE-SC      ;SC;SUL            ;FEMININO  ;kg        ;1234,25;10382,5175
2024,0;1,0;SÃO LOURENÇO DO OESTE-SC      ;SC;SUL            ;MASCULINO ;kg        ;905,92;3873,5304
2024,0;1,0;URUSSANGA-SC                  ;SC;SUL            ;FEMININO  ;kg        ;117,0;2685,15
2024,0;2,0;ALTO PARAÍSO DE GOIÁS-GO      ;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;2971,812;13810,32075
2024,0;2,0;BRASÍLIA-DF                   ;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;23021,87;178085,22929
2024,0;2,0;BRASÍLIA-DF                   ;DF;CENTRO-OESTE   ;MASCULINO ;kg        ;8770,422;60401,40476
2024,0;2,0;COCALZINHO DE GOIÁS-GO        ;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;13981,26;85262,437
2024,0;2,0;COCALZINHO DE GOIÁS-GO        ;DF;CENTRO-OESTE   ;MASCULINO ;kg        ;626,166;4271,9005
2024,0;2,0;FORMOSA-GO                    ;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;9842,0;50822,12352
2024,0;2,0;FORMOSA-GO                    ;DF;CENTRO-OESTE   ;MASCULINO ;kg        ;10947,0;46800,4
2024,0;2,0;LUZIÂNIA-GO                   ;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;1159,0;13397,41
2024,0;2,0;LUZIÂNIA-GO                   ;DF;CENTRO-OESTE   ;MASCULINO ;kg        ;6889,0;27556,0
2024,0;2,0;NIQUELÂNDIA-GO                ;DF;CENTRO-OESTE   ;MASCULINO ;kg        ;1415,45;11578,442
2024,0;2,0;NOVO GAMA-GO                  ;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;5947,6;36999,91102
2024,0;2,0;PLANALTINA-GO                 ;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;4294,431;28426,70167
2024,0;2,0;PLANALTINA-GO                 ;DF;CENTRO-OESTE   ;MASCULINO ;kg        ;1366,769;14262,8787
2024,0;2,0;SANTO ANTÔNIO DO DESCOBERTO-GO;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;2200,0;8800,0
2024,0;2,0;SÃO JOÃO D'ALIANÇA-GO         ;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;14,923;42,10112
2024,0;2,0;ACREÚNA-GO                    ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;1969,163;50029,96155
2024,0;2,0;APARECIDA DE GOIÂNIA-GO       ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;4356,0;13944,48
2024,0;2,0;ARAGOIÂNIA-GO                 ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;3343,394;36748,12167
2024,0;2,0;ARAGOIÂNIA-GO                 ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;7627,485;42840,62965
2024,0;2,0;BELA VISTA DE GOIÁS-GO        ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;86,0;273,48
2024,0;2,0;CAIAPÔNIA-GO                  ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;6006,3;38304,58
2024,0;2,0;CAIAPÔNIA-GO                  ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;6228,92;38875,1518
2024,0;2,0;CROMÍNIA-GO                   ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;1836,0;6672,08
2024,0;2,0;CROMÍNIA-GO                   ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;3499,0;8791,19
2024,0;2,0;GOIANDIRA-GO                  ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;515,55;14999,749
2024,0;2,0;IPAMERI-GO                    ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;8627,08;239947,0434
2024,0;2,0;MAIRIPOTABA-GO                ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;1702,0;4946,36
2024,0;2,0;MAIRIPOTABA-GO                ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;383,0;4058,24
2024,0;2,0;MINAÇU-GO                     ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;5663,5;42616,56
2024,0;2,0;MINAÇU-GO                     ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;504,0;3268,89
2024,0;2,0;MORRINHOS-GO                  ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;487,0;2593,16
2024,0;2,0;PONTALINA-GO                  ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;823,0;9134,7
2024,0;2,0;PONTALINA-GO                  ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;1110,0;6658,82
2024,0;2,0;SILVÂNIA-GO                   ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;2797,3;5538,654
2024,0;2,0;SILVÂNIA-GO                   ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;424,0;1838,4
2024,0;2,0;URUTAÍ-GO                     ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;468,89;14999,7911
2024,0;2,0;AMAMBAÍ-MS                    ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;5873,0;32076,5
2024,0;2,0;ANASTÁCIO-MS                  ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;17992,0;83540,51
2024,0;2,0;ANASTÁCIO-MS                  ;MS;CENTRO-OESTE   ;MASCULINO ;kg        ;1501,0;7474,98
2024,0;2,0;BANDEIRANTES-MS               ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;7367,95;42448,2931
2024,0;2,0;CAMPO GRANDE-MS               ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;10762,0;88516,08
2024,0;2,0;CAMPO GRANDE-MS               ;MS;CENTRO-OESTE   ;MASCULINO ;kg        ;2000,0;18899,34
2024,0;2,0;IGUATEMI-MS                   ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;1800,5;54112,71
2024,0;2,0;JAPORÃ-MS                     ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;12288,0;80233,65
2024,0;2,0;JAPORÃ-MS                     ;MS;CENTRO-OESTE   ;MASCULINO ;kg        ;9274,0;43253,29
2024,0;2,0;SIDROLÂNDIA-MS                ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;853,2;3780,8895
2024,0;2,0;TERENOS-MS                    ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;8890,82;49094,9867
2024,0;2,0;TERENOS-MS                    ;MS;CENTRO-OESTE   ;MASCULINO ;kg        ;2397,13;18054,6088
2024,0;2,0;ARAPUTANGA-MT                 ;MT;CENTRO-OESTE   ;FEMININO  ;kg        ;562,0;3174,5
2024,0;2,0;CÁCERES-MT                    ;MT;CENTRO-OESTE   ;FEMININO  ;kg        ;1802,23;29708,805
2024,0;2,0;CUIABÁ-MT                     ;MT;CENTRO-OESTE   ;FEMININO  ;kg        ;1883,54;10263,944
2024,0;2,0;CUIABÁ-MT                     ;MT;CENTRO-OESTE   ;MASCULINO ;kg        ;369,5;5600,9
2024,0;2,0;MIRASSOL D'OESTE-MT           ;MT;CENTRO-OESTE   ;FEMININO  ;kg        ;501,88;9635,852
2024,0;2,0;SÃO JOSÉ DOS QUATRO MARCOS-MT ;MT;CENTRO-OESTE   ;FEMININO  ;kg        ;30661,0;178247,4999999999
2024,0;2,0;ARAPIRACA-AL                  ;AL;NORDESTE       ;FEMININO  ;kg        ;3872,0;60984,0
2024,0;2,0;CACIMBINHAS-AL                ;AL;NORDESTE       ;FEMININO  ;kg        ;3450,0;53869,5
2024,0;2,0;CACIMBINHAS-AL                ;AL;NORDESTE       ;MASCULINO ;kg        ;870,0;13632,9
2024,0;2,0;CHÃ PRETA-AL                  ;AL;NORDESTE       ;FEMININO  ;kg        ;879,5;1502,5
2024,0;2,0;DELMIRO GOUVEIA-AL            ;AL;NORDESTE       ;FEMININO  ;kg        ;261,0;469,8
2024,0;2,0;DELMIRO GOUVEIA-AL            ;AL;NORDESTE       ;MASCULINO ;kg        ;3138,0;6475,89
2024,0;2,0;FEIRA GRANDE-AL               ;AL;NORDESTE       ;FEMININO  ;kg        ;11351,0;62671,05
2024,0;2,0;FLEXEIRAS-AL                  ;AL;NORDESTE       ;FEMININO  ;kg        ;2250,0;16947,5
2024,0;2,0;IGACI-AL                      ;AL;NORDESTE       ;FEMININO  ;kg        ;1563,2;12339,588
2024,0;2,0;IGACI-AL                      ;AL;NORDESTE       ;MASCULINO ;kg        ;923,8;9770,762
2024,0;2,0;JACUÍPE-AL                    ;AL;NORDESTE       ;FEMININO  ;kg        ;1366,0;5492,45
2024,0;2,0;JOAQUIM GOMES-AL              ;AL;NORDESTE       ;FEMININO  ;kg        ;16666,9;75529,285
2024,0;2,0;JOAQUIM GOMES-AL              ;AL;NORDESTE       ;MASCULINO ;kg        ;3853,1;17296,715
2024,0;2,0;MACEIÓ-AL                     ;AL;NORDESTE       ;FEMININO  ;kg        ;250,0;3937,5
2024,0;2,0;MINADOR DO NEGRÃO-AL          ;AL;NORDESTE       ;FEMININO  ;kg        ;2400,0;37368,0
2024,0;2,0;MURICI-AL                     ;AL;NORDESTE       ;FEMININO  ;kg        ;20143,5;90891,528
2024,0;2,0;PALESTINA-AL                  ;AL;NORDESTE       ;FEMININO  ;kg        ;300,0;4713,0
2024,0;2,0;PALMEIRA DOS ÍNDIOS-AL        ;AL;NORDESTE       ;FEMININO  ;kg        ;30394,0;123727,96
2024,0;2,0;PALMEIRA DOS ÍNDIOS-AL        ;AL;NORDESTE       ;MASCULINO ;kg        ;4410,0;16168,38
2024,0;2,0;PASSO DE CAMARAGIBE-AL        ;AL;NORDESTE       ;FEMININO  ;kg        ;3879,0;16479,42
2024,0;2,0;PASSO DE CAMARAGIBE-AL        ;AL;NORDESTE       ;MASCULINO ;kg        ;2064,0;8565,6
2024,0;2,0;PORTO CALVO-AL                ;AL;NORDESTE       ;FEMININO  ;kg        ;20018,0;94137,88
2024,0;2,0;PORTO CALVO-AL                ;AL;NORDESTE       ;MASCULINO ;kg        ;962,0;4815,44
2024,0;2,0;SANTANA DO IPANEMA-AL         ;AL;NORDESTE       ;FEMININO  ;kg        ;2250,0;19687,5
2024,0;2,0;SANTANA DO IPANEMA-AL         ;AL;NORDESTE       ;MASCULINO ;kg        ;1750,0;15312,5
2024,0;2,0;SANTANA DO MUNDAÚ-AL          ;AL;NORDESTE       ;FEMININO  ;kg        ;32646,0;197947,08
2024,0;2,0;SANTANA DO MUNDAÚ-AL          ;AL;NORDESTE       ;MASCULINO ;kg        ;1559,0;14997,58
2024,0;2,0;TAQUARANA-AL                  ;AL;NORDESTE       ;FEMININO  ;kg        ;7060,0;29988,4
2024,0;2,0;UNIÃO DOS PALMARES-AL         ;AL;NORDESTE       ;FEMININO  ;kg        ;18522,402;115394,49674
2024,0;2,0;UNIÃO DOS PALMARES-AL         ;AL;NORDESTE       ;MASCULINO ;kg        ;3601,102;6033,01774
2024,0;2,0;ALAGOINHAS-BA                 ;BA;NORDESTE       ;MASCULINO ;kg        ;575,0;3912,5
2024,0;2,0;APORÁ-BA                      ;BA;NORDESTE       ;FEMININO  ;kg        ;1432,0;10700,0
2024,0;2,0;APORÁ-BA                      ;BA;NORDESTE       ;MASCULINO ;kg        ;597,0;3997,5
2024,0;2,0;ARAÇAS-BA                     ;BA;NORDESTE       ;FEMININO  ;kg        ;716,0;10074,12
2024,0;2,0;BARRA-BA                      ;BA;NORDESTE       ;FEMININO  ;kg        ;1580,0;11162,15
2024,0;2,0;BARRA-BA                      ;BA;NORDESTE       ;MASCULINO ;kg        ;940,0;6805,5
2024,0;2,0;BELMONTE-BA                   ;BA;NORDESTE       ;FEMININO  ;kg        ;3201,0;16419,44
2024,0;2,0;BOM JESUS DA LAPA-BA          ;BA;NORDESTE       ;FEMININO  ;kg        ;311,3;5756,546
2024,0;2,0;CAMAÇARI-BA                   ;BA;NORDESTE       ;FEMININO  ;kg        ;2421,4;11263,813
2024,0;2,0;CASA NOVA-BA                  ;BA;NORDESTE       ;FEMININO  ;kg        ;30427,0;166145,73
2024,0;2,0;CONCEIÇÃO DO COITÉ-BA         ;BA;NORDESTE       ;FEMININO  ;kg        ;821,0;6380,9
