ano_entrega;mes_entrega;municipio;uf;regiao;sexo;ds_unidade_medida;qtd_entregue;valor_entregue
2022,0;1,0;BRASÍLIA-DF                   ;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;4684,471;19805,24374
2022,0;1,0;BRASÍLIA-DF                   ;DF;CENTRO-OESTE   ;MASCULINO ;kg        ;1860,828;6772,64832
2022,0;1,0;BURITIS-MG                    ;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;647,31;4666,4395
2022,0;1,0;BURITIS-MG                    ;DF;CENTRO-OESTE   ;MASCULINO ;kg        ;369,26;2762,159
2022,0;1,0;COCALZINHO DE GOIÁS-GO        ;DF;CENTRO-OESTE   ;FEMININO  ;kg        ;696,23;2264,3712
2022,0;1,0;FLORES DE GOIÁS-GO            ;DF;CENTRO-OESTE   ;MASCULINO ;kg        ;311,292;4485,71772
2022,0;1,0;ARAGOIÂNIA-GO                 ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;1524,63;6219,2976
2022,0;1,0;ARAGUAPAZ-GO                  ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;1303,0;7956,39
2022,0;1,0;ARAGUAPAZ-GO                  ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;333,0;1854,81
2022,0;1,0;CAMPOS VERDES-GO              ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;5016,999;80281,95225
2022,0;1,0;CAMPOS VERDES-GO              ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;524,0;7994,78
2022,0;1,0;SILVÂNIA-GO                   ;GO;CENTRO-OESTE   ;FEMININO  ;kg        ;19,3;280,1555
2022,0;1,0;SILVÂNIA-GO                   ;GO;CENTRO-OESTE   ;MASCULINO ;kg        ;269,0;1323,165
2022,0;1,0;DOURADOS-MS                   ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;663,0;1296,55
2022,0;1,0;DOURADOS-MS                   ;MS;CENTRO-OESTE   ;MASCULINO ;kg        ;2326,0;7427,4
2022,0;1,0;ITAPORÃ-MS                    ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;999,0;1998,0
2022,0;1,0;ITAQUIRAÍ-MS                  ;MS;CENTRO-OESTE   ;MASCULINO ;kg        ;432,0;1123,2
2022,0;1,0;IVINHEMA-MS                   ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;93,0;262,6
2022,0;1,0;NOVO HORIZONTE DO SUL-MS      ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;7939,303;23109,3326
2022,0;1,0;NOVO HORIZONTE DO SUL-MS      ;MS;CENTRO-OESTE   ;MASCULINO ;kg        ;900,0;1477,2
2022,0;1,0;PONTA PORÃ-MS                 ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;5135,0;12227,9
2022,0;1,0;PONTA PORÃ-MS                 ;MS;CENTRO-OESTE   ;MASCULINO ;kg        ;4384,0;11013,3
2022,0;1,0;SIDROLÂNDIA-MS                ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;6376,0;13076,1
2022,0;1,0;TERENOS-MS                    ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;10633,0;20750,6
2022,0;1,0;TERENOS-MS                    ;MS;CENTRO-OESTE   ;MASCULINO ;kg        ;416,0;1089,4
2022,0;1,0;VICENTINA-MS                  ;MS;CENTRO-OESTE   ;FEMININO  ;kg        ;1546,0;1669,85
2022,0;1,0;CÁCERES-MT                    ;MT;CENTRO-OESTE   ;FEMININO  ;kg        ;1409,64;3002,1025
2022,0;1,0;COLÍDER-MT                    ;MT;CENTRO-OESTE   ;FEMININO  ;kg        ;35,1;151,116
2022,0;1,0;NOVA BANDEIRANTES-MT          ;MT;CENTRO-OESTE   ;FEMININO  ;kg        ;6160,0;19563,12
2022,0;1,0;NOVA BANDEIRANTES-MT          ;MT;CENTRO-OESTE   ;MASCULINO ;kg        ;24,0;101,3
2022,0;1,0;NOVA CANAÃ DO NORTE-MT        ;MT;CENTRO-OESTE   ;FEMININO  ;kg        ;488,582;1396,37018
2022,0;1,0;NOVA CANAÃ DO NORTE-MT        ;MT;CENTRO-OESTE   ;MASCULINO ;kg        ;929,3;1559,789
2022,0;1,0;PORTO ESTRELA-MT              ;MT;CENTRO-OESTE   ;FEMININO  ;kg        ;840,554;2645,9814
2022,0;1,0;PORTO ESTRELA-MT              ;MT;CENTRO-OESTE   ;MASCULINO ;kg        ;227,629;765,7814
2022,0;1,0;TERRA NOVA DO NORTE-MT        ;MT;CENTRO-OESTE   ;FEMININO  ;kg        ;1412,0;3029,8
2022,0;1,0;TERRA NOVA DO NORTE-MT        ;MT;CENTRO-OESTE   ;MASCULINO ;kg        ;308,5;1481,2
2022,0;1,0;IGACI-AL                      ;AL;NORDESTE       ;FEMININO  ;kg        ;249,6;3207,36
2022,0;1,0;PALMEIRA DOS ÍNDIOS-AL        ;AL;NORDESTE       ;MASCULINO ;kg        ;1303,0;2778,61
2022,0;1,0;SÃO JOSÉ DA TAPERA-AL         ;AL;NORDESTE       ;FEMININO  ;kg        ;480,0;3998,4
2022,0;1,0;SÃO JOSÉ DA TAPERA-AL         ;AL;NORDESTE       ;MASCULINO ;kg        ;720,0;5997,6
2022,0;1,0;TRAIPU-AL                     ;AL;NORDESTE       ;FEMININO  ;kg        ;6750,0;13500,0
2022,0;1,0;AMARGOSA-BA                   ;BA;NORDESTE       ;FEMININO  ;kg        ;4008,0;7675,8
2022,0;1,0;AMARGOSA-BA                   ;BA;NORDESTE       ;MASCULINO ;kg        ;167,0;517,2
2022,0;1,0;AURELINO LEAL-BA              ;BA;NORDESTE       ;FEMININO  ;kg        ;87,0;174,0
2022,0;1,0;BAIANÓPOLIS-BA                ;BA;NORDESTE       ;FEMININO  ;kg        ;11609,69;29239,587
2022,0;1,0;BARRA DO CHOÇA-BA             ;BA;NORDESTE       ;FEMININO  ;kg        ;2406,0;2887,2
2022,0;1,0;BARRA DO CHOÇA-BA             ;BA;NORDESTE       ;MASCULINO ;kg        ;5035,666;11442,7992
2022,0;1,0;ELÍSIO MEDRADO-BA             ;BA;NORDESTE       ;FEMININO  ;kg        ;2642,0;4280,5
2022,0;1,0;IBIRAPITANGA-BA               ;BA;NORDESTE       ;FEMININO  ;kg        ;7037,0;20884,7
2022,0;1,0;IBIRAPITANGA-BA               ;BA;NORDESTE       ;MASCULINO ;kg        ;1213,0;2970,8
2022,0;1,0;IBOTIRAMA-BA                  ;BA;NORDESTE       ;FEMININO  ;kg        ;639,0;2607,5
2022,0;1,0;ITACARÉ-BA                    ;BA;NORDESTE       ;FEMININO  ;kg        ;12879,0;37531,1
2022,0;1,0;ITACARÉ-BA                    ;BA;NORDESTE       ;MASCULINO ;kg        ;6360,0;14788,2
2022,0;1,0;MARAÚ-BA                      ;BA;NORDESTE       ;FEMININO  ;kg        ;16740,0;29715,45
2022,0;1,0;MORPARÁ-BA                    ;BA;NORDESTE       ;FEMININO  ;kg        ;430,0;2150,0
2022,0;1,0;MUCURI-BA                     ;BA;NORDESTE       ;FEMININO  ;kg        ;7361,125;17946,5475
2022,0;1,0;PARATINGA-BA                  ;BA;NORDESTE       ;FEMININO  ;kg        ;1020,6;5074,045
2022,0;1,0;RIACHO DE SANTANA-BA          ;BA;NORDESTE       ;FEMININO  ;kg        ;6984,7;36138,65
2022,0;1,0;SERRA DO RAMALHO-BA           ;BA;NORDESTE       ;FEMININO  ;kg        ;1101,3;2569,995
2022,0;1,0;SÍTIO DO MATO-BA              ;BA;NORDESTE       ;FEMININO  ;kg        ;83,5;233,5
2022,0;1,0;TAPEROÁ-BA                    ;BA;NORDESTE       ;FEMININO  ;kg        ;5334,0;16803,52
2022,0;1,0;TAPEROÁ-BA                    ;BA;NORDESTE       ;MASCULINO ;kg        ;1059,0;2948,75
2022,0;1,0;ALTO SANTO-CE                 ;CE;NORDESTE       ;FEMININO  ;kg        ;1436,0;13605,86
2022,0;1,0;ALTO SANTO-CE                 ;CE;NORDESTE       ;MASCULINO ;kg        ;525,0;6605,07
2022,0;1,0;ARACOIABA-CE                  ;CE;NORDESTE       ;FEMININO  ;kg        ;2380,0;16313,2
2022,0;1,0;BELA CRUZ-CE                  ;CE;NORDESTE       ;FEMININO  ;kg        ;396,0;1505,24
2022,0;1,0;CAUCAIA-CE                    ;CE;NORDESTE       ;FEMININO  ;kg        ;24755,549;45302,65467
2022,0;1,0;CAUCAIA-CE                    ;CE;NORDESTE       ;MASCULINO ;kg        ;4370,491;7997,99853
2022,0;1,0;ERERÊ-CE                      ;CE;NORDESTE       ;FEMININO  ;kg        ;1856,0;20328,58
2022,0;1,0;ERERÊ-CE                      ;CE;NORDESTE       ;MASCULINO ;kg        ;1246,0;14842,32
2022,0;1,0;IRACEMA-CE                    ;CE;NORDESTE       ;FEMININO  ;kg        ;11071,63;124136,3588
2022,0;1,0;IRACEMA-CE                    ;CE;NORDESTE       ;MASCULINO ;kg        ;9313,37;100238,0812
2022,0;1,0;ITAREMA-CE                    ;CE;NORDESTE       ;FEMININO  ;kg        ;145,0;1339,8
2022,0;1,0;MARANGUAPE-CE                 ;CE;NORDESTE       ;MASCULINO ;kg        ;1470,0;7982,1
2022,0;1,0;MONSENHOR TABOSA-CE           ;CE;NORDESTE       ;FEMININO  ;kg        ;700,0;13223,0
2022,0;1,0;MONSENHOR TABOSA-CE           ;CE;NORDESTE       ;MASCULINO ;kg        ;100,0;544,0
2022,0;1,0;MORADA NOVA-CE                ;CE;NORDESTE       ;FEMININO  ;kg        ;238,0;4786,18
2022,0;1,0;MORADA NOVA-CE                ;CE;NORDESTE       ;MASCULINO ;kg        ;238,0;4786,18
2022,0;1,0;POTIRETAMA-CE                 ;CE;NORDESTE       ;FEMININO  ;kg        ;4399,0;47736,15
2022,0;1,0;POTIRETAMA-CE                 ;CE;NORDESTE       ;MASCULINO ;kg        ;5620,0;52225,57
2022,0;1,0;SALITRE-CE                    ;CE;NORDESTE       ;FEMININO  ;kg        ;719,0;5050,28
2022,0;1,0;SALITRE-CE                    ;CE;NORDESTE       ;MASCULINO ;kg        ;1886,0;11555,11
2022,0;1,0;SÃO BENEDITO-CE               ;CE;NORDESTE       ;FEMININO  ;kg        ;504,0;4279,96
2022,0;1,0;BACABEIRA-MA                  ;MA;NORDESTE       ;FEMININO  ;kg        ;1630,053;8583,91885
2022,0;1,0;BACABEIRA-MA                  ;MA;NORDESTE       ;MASCULINO ;kg        ;1008,274;3874,50397
2022,0;1,0;BACURI-MA                     ;MA;NORDESTE       ;FEMININO  ;kg        ;4029,42;16415,3671
2022,0;1,0;BEQUIMÃO-MA                   ;MA;NORDESTE       ;FEMININO  ;kg        ;5241,0;22837,69
2022,0;1,0;CODÓ-MA                       ;MA;NORDESTE       ;FEMININO  ;kg        ;3988,6;21416,502
2022,0;1,0;CURURUPU-MA                   ;MA;NORDESTE       ;FEMININO  ;kg        ;3709,0;13873,31
2022,0;1,0;CURURUPU-MA                   ;MA;NORDESTE       ;MASCULINO ;kg        ;179,0;768,27
2022,0;1,0;DAVINÓPOLIS-MA                ;MA;NORDESTE       ;FEMININO  ;kg        ;2290,5;7846,04
2022,0;1,0;DAVINÓPOLIS-MA                ;MA;NORDESTE       ;MASCULINO ;kg        ;714,5;2845,09
2022,0;1,0;GRAÇA ARANHA-MA               ;MA;NORDESTE       ;FEMININO  ;kg        ;10567,0;25951,86
2022,0;1,0;GRAÇA ARANHA-MA               ;MA;NORDESTE       ;MASCULINO ;kg        ;148,0;446,84
2022,0;1,0;ICATU-MA                      ;MA;NORDESTE       ;FEMININO  ;kg        ;9291,0;37958,08
2022,0;1,0;ICATU-MA                      ;MA;NORDESTE       ;MASCULINO ;kg        ;575,0;2297,96
2022,0;1,0;IGARAPÉ GRANDE-MA             ;MA;NORDESTE       ;MASCULINO ;kg        ;521,0;2776,63
2022,0;1,0;IMPERATRIZ-MA                 ;MA;NORDESTE       ;FEMININO  ;kg        ;3547,0;11781,74
2022,0;1,0;MATINHA-MA                    ;MA;NORDESTE       ;FEMININO  ;kg        ;2570,0;13918,74
2022,0;1,0;MATINHA-MA                    ;MA;NORDESTE       ;MASCULINO ;kg        ;448,0;2713,63
2022,0;1,0;MATÕES-MA                     ;MA;NORDESTE       ;FEMININO  ;kg        ;290,0;3394,44
2022,0;1,0;MATÕES-MA                     ;MA;NORDESTE       ;MASCULINO ;kg        ;71,0;201,92
2022,0;1,0;PAÇO DO LUMIAR-MA             ;MA;NORDESTE       ;FEMININO  ;kg        ;2469,0;9851,07
2022,0;1,0;PENALVA-MA                    ;MA;NORDESTE       ;FEMININO  ;kg        ;4361,0;10075,94
2022,0;1,0;PENALVA-MA                    ;MA;NORDESTE       ;MASCULINO ;kg        ;860,0;3306,4
2022,0;1,0;SANTA HELENA-MA               ;MA;NORDESTE       ;FEMININO  ;kg        ;7700,131;30146,57072
2022,0;1,0;SANTA HELENA-MA               ;MA;NORDESTE       ;MASCULINO ;kg        ;180,0;690,52
2022,0;1,0;SANTA RITA-MA                 ;MA;NORDESTE       ;FEMININO  ;kg        ;5750,0;19667,4
2022,0;1,0;SÃO LUÍS-MA                   ;MA;NORDESTE       ;FEMININO  ;kg        ;3355,0;6758,66
2022,0;1,0;SERRANO DO MARANHÃO-MA        ;MA;NORDESTE       ;FEMININO  ;kg        ;2608,5;12646,93
2022,0;1,0;SERRANO DO MARANHÃO-MA        ;MA;NORDESTE       ;MASCULINO ;kg        ;65,0;293,35
2022,0;1,0;TRIZIDELA DO VALE-MA          ;MA;NORDESTE       ;FEMININO  ;kg        ;4011,0;23107,62
2022,0;1,0;TRIZIDELA DO VALE-MA          ;MA;NORDESTE       ;MASCULINO ;kg        ;2507,0;14182,09
2022,0;1,0;VIANA-MA                      ;MA;NORDESTE       ;FEMININO  ;kg        ;2790,0;11012,47
2022,0;1,0;AMPARO-PB                     ;PB;NORDESTE       ;FEMININO  ;kg        ;814,0;15783,46
2022,0;1,0;AMPARO-PB                     ;PB;NORDESTE       ;MASCULINO ;kg        ;1059,0;20534,01
2022,0;1,0;CUITÉ-PB                      ;PB;NORDESTE       ;FEMININO  ;kg        ;6676,0;15835,21
2022,0;1,0;MONTEIRO-PB                   ;PB;NORDESTE       ;FEMININO  ;kg        ;1051,0;4476,0
2022,0;1,0;PITIMBU-PB                    ;PB;NORDESTE       ;FEMININO  ;kg        ;1118,993;2763,91271
2022,0;1,0;PRATA-PB                      ;PB;NORDESTE       ;MASCULINO ;kg        ;127,0;2462,53
2022,0;1,0;BELÉM DE MARIA-PE             ;PE;NORDESTE       ;FEMININO  ;kg        ;3916,6;12956,342
2022,0;1,0;BELÉM DE MARIA-PE             ;PE;NORDESTE       ;MASCULINO ;kg        ;1295,5;2736,885
2022,0;1,0;BOM JARDIM-PE                 ;PE;NORDESTE       ;FEMININO  ;kg        ;109,0;457,59
2022,0;1,0;BOM JARDIM-PE                 ;PE;NORDESTE       ;MASCULINO ;kg        ;1042,0;4331,2
2022,0;1,0;CARUARU-PE                    ;PE;NORDESTE       ;FEMININO  ;kg        ;1659,0;4010,97
2022,0;1,0;GAMELEIRA-PE                  ;PE;NORDESTE       ;FEMININO  ;kg        ;4994,5;14577,485
2022,0;1,0;IPUBI-PE                      ;PE;NORDESTE       ;FEMININO  ;kg        ;4747,0;8331,48
2022,0;1,0;IPUBI-PE                      ;PE;NORDESTE       ;MASCULINO ;kg        ;1477,756;2587,90146
2022,0;1,0;LAGOA DOS GATOS-PE            ;PE;NORDESTE       ;FEMININO  ;kg        ;1100,0;2356,45
2022,0;1,0;LAGOA DOS GATOS-PE            ;PE;NORDESTE       ;MASCULINO ;kg        ;518,5;800,995
2022,0;1,0;MARAIAL-PE                    ;PE;NORDESTE       ;FEMININO  ;kg        ;17296,0;37281,48
2022,0;1,0;OROBÓ-PE                      ;PE;NORDESTE       ;MASCULINO ;kg        ;400,0;1260,0
2022,0;1,0;OROCÓ-PE                      ;PE;NORDESTE       ;FEMININO  ;kg        ;107536,0;158364,31
2022,0;1,0;OROCÓ-PE                      ;PE;NORDESTE       ;MASCULINO ;kg        ;9818,0;15283,64
2022,0;1,0;PALMARES-PE                   ;PE;NORDESTE       ;FEMININO  ;kg        ;5478,0;12167,34
2022,0;1,0;PALMARES-PE                   ;PE;NORDESTE       ;NÃO INFORM;kg        ;800,5;1325,36
2022,0;1,0;PARNAMIRIM-PE                 ;PE;NORDESTE       ;FEMININO  ;kg        ;7586,0;7165,38
2022,0;1,0;PETROLINA-PE                  ;PE;NORDESTE       ;FEMININO  ;kg        ;2523,1;3708,957
2022,0;1,0;SIRINHAÉM-PE                  ;PE;NORDESTE       ;FEMININO  ;kg        ;1058,0;1344,26
2022,0;1,0;ALTOS-PI                      ;PI;NORDESTE       ;FEMININO  ;kg        ;632,799;12135,97375
2022,0;1,0;MIGUEL ALVES-PI               ;PI;NORDESTE       ;FEMININO  ;kg        ;2734,358;31609,17848
2022,0;1,0;MIGUEL ALVES-PI               ;PI;NORDESTE       ;MASCULINO ;kg        ;392,733;4539,99348
2022,0;1,0;OEIRAS-PI                     ;PI;NORDESTE       ;FEMININO  ;kg        ;287,084;854,58184
2022,0;1,0;OEIRAS-PI                     ;PI;NORDESTE       ;MASCULINO ;kg        ;850,916;2636,84816
2022,0;1,0;TERESINA-PI                   ;PI;NORDESTE       ;FEMININO  ;kg        ;1610,0;6370,3
2022,0;1,0;TERESINA-PI                   ;PI;NORDESTE       ;MASCULINO ;kg        ;414,0;1424,01
2022,0;1,0;EQUADOR-RN                    ;RN;NORDESTE       ;MASCULINO ;kg        ;4061,0;5742,97
2022,0;1,0;FLORÂNIA-RN                   ;RN;NORDESTE       ;FEMININO  ;kg        ;651,5;4853,675
2022,0;1,0;PARELHAS-RN                   ;RN;NORDESTE       ;FEMININO  ;kg        ;170,0;1509,99
2022,0;1,0;PARELHAS-RN                   ;RN;NORDESTE       ;MASCULINO ;kg        ;84,0;1077,72
2022,0;1,0;PUREZA-RN                     ;RN;NORDESTE       ;FEMININO  ;kg        ;460,082;657,91726
2022,0;1,0;PUREZA-RN                     ;RN;NORDESTE       ;MASCULINO ;kg        ;185,302;441,18186
2022,0;1,0;SÃO MIGUEL DO GOSTOSO-RN      ;RN;NORDESTE       ;FEMININO  ;kg        ;176,596;384,68228
2022,0;1,0;SÃO TOMÉ-RN                   ;RN;NORDESTE       ;FEMININO  ;kg        ;1318,0;3538,77
2022,0;1,0;ESTÂNCIA-SE                   ;SE;NORDESTE       ;FEMININO  ;kg        ;577,234;813,89994
2022,0;1,0;ESTÂNCIA-SE                   ;SE;NORDESTE       ;MASCULINO ;kg        ;1426,707;3357,01238
2022,0;1,0;INDIAROBA-SE                  ;SE;NORDESTE       ;FEMININO  ;kg        ;3446,0;5686,09
2022,0;1,0;INDIAROBA-SE                  ;SE;NORDESTE       ;MASCULINO ;kg        ;6983,0;13226,22
2022,0;1,0;JAPARATUBA-SE                 ;SE;NORDESTE       ;MASCULINO ;kg        ;1466,0;1905,8
2022,0;1,0;PIRAMBU-SE                    ;SE;NORDESTE       ;FEMININO  ;kg        ;797,0;7491,8
2022,0;1,0;SIMÃO DIAS-SE                 ;SE;NORDESTE       ;FEMININO  ;kg        ;5368,0;17338,64
2022,0;1,0;UMBAÚBA-SE                    ;SE;NORDESTE       ;FEMININO  ;kg        ;5216,1;5960,02
2022,0;1,0;UMBAÚBA-SE                    ;SE;NORDESTE       ;MASCULINO ;kg        ;6743,9;8002,08
2022,0;1,0;AUTAZES-AM                    ;AM;NORTE          ;FEMININO  ;kg        ;6391,0;14763,75
2022,0;1,0;AUTAZES-AM                    ;AM;NORTE          ;MASCULINO ;kg        ;6365,0;15085,09
2022,0;1,0;ITACOATIARA-AM                ;AM;NORTE          ;FEMININO  ;kg        ;1675,0;3209,97
2022,0;1,0;ITACOATIARA-AM                ;AM;NORTE          ;MASCULINO ;kg        ;7059,0;19967,08
2022,0;1,0;MANACAPURU-AM                 ;AM;NORTE          ;FEMININO  ;kg        ;14037,0;62151,37
2022,0;1,0;MANACAPURU-AM                 ;AM;NORTE          ;MASCULINO ;kg        ;30547,0;102830,97
2022,0;1,0;MANAUS-AM                     ;AM;NORTE          ;MASCULINO ;kg        ;1515,0;3926,31
2022,0;1,0;NOVO AIRÃO-AM                 ;AM;NORTE          ;FEMININO  ;kg        ;2910,0;5665,6
2022,0;1,0;NOVO AIRÃO-AM                 ;AM;NORTE          ;MASCULINO ;kg        ;5163,0;12734,15
2022,0;1,0;RIO PRETO DA EVA-AM           ;AM;NORTE          ;MASCULINO ;kg        ;1,0;2,21
2022,0;1,0;LARANJAL DO JARI-AP           ;AP;NORTE          ;FEMININO  ;kg        ;2292,983;9017,569
2022,0;1,0;LARANJAL DO JARI-AP           ;AP;NORTE          ;MASCULINO ;kg        ;1899,436;15999,78144
2022,0;1,0;MAZAGÃO-AP                    ;AP;NORTE          ;FEMININO  ;kg        ;41185,096;116942,74142
2022,0;1,0;MAZAGÃO-AP                    ;AP;NORTE          ;MASCULINO ;kg        ;2585,698;6370,36802
2022,0;1,0;PORTO GRANDE-AP               ;AP;NORTE          ;FEMININO  ;kg        ;487,83;1842,4085
2022,0;1,0;PORTO GRANDE-AP               ;AP;NORTE          ;MASCULINO ;kg        ;888,77;3878,3256
2022,0;1,0;TARTARUGALZINHO-AP            ;AP;NORTE          ;FEMININO  ;kg        ;2101,8;6859,95384
2022,0;1,0;TARTARUGALZINHO-AP            ;AP;NORTE          ;MASCULINO ;kg        ;297,464;986,15652
2022,0;1,0;BELTERRA-PA                   ;PA;NORTE          ;FEMININO  ;kg        ;3251,161;23464,95647
2022,0;1,0;BELTERRA-PA                   ;PA;NORTE          ;MASCULINO ;kg        ;2500,0;18000,0
2022,0;1,0;BUJARU-PA                     ;PA;NORTE          ;FEMININO  ;kg        ;640,769;7264,997
2022,0;1,0;CASTANHAL-PA                  ;PA;NORTE          ;FEMININO  ;kg        ;8621,0;16237,24
2022,0;1,0;CASTANHAL-PA                  ;PA;NORTE          ;MASCULINO ;kg        ;2939,0;7567,76
2022,0;1,0;CONCÓRDIA DO PARÁ-PA          ;PA;NORTE          ;FEMININO  ;kg        ;1209,231;14530,003
2022,0;1,0;CURIONÓPOLIS-PA               ;PA;NORTE          ;FEMININO  ;kg        ;432,0;4987,22
2022,0;1,0;CURUÇÁ-PA                     ;PA;NORTE          ;FEMININO  ;kg        ;485,0;1420,5
2022,0;1,0;GURUPÁ-PA                     ;PA;NORTE          ;FEMININO  ;kg        ;2525,0;9721,25
2022,0;1,0;GURUPÁ-PA                     ;PA;NORTE          ;MASCULINO ;kg        ;555,0;2136,75
2022,0;1,0;ITUPIRANGA-PA                 ;PA;NORTE          ;FEMININO  ;kg        ;2843,0;4827,94
2022,0;1,0;ITUPIRANGA-PA                 ;PA;NORTE          ;MASCULINO ;kg        ;2794,0;5173,24
2022,0;1,0;MARAPANIM-PA                  ;PA;NORTE          ;FEMININO  ;kg        ;1370,0;3657,62
2022,0;1,0;MARAPANIM-PA                  ;PA;NORTE          ;MASCULINO ;kg        ;2186,0;4473,94
2022,0;1,0;MOJUÍ DOS CAMPOS-PA           ;PA;NORTE          ;FEMININO  ;kg        ;15851,095;52829,91476
2022,0;1,0;MOJUÍ DOS CAMPOS-PA           ;PA;NORTE          ;MASCULINO ;kg        ;822,0;2606,06
2022,0;1,0;PACAJÁ-PA                     ;PA;NORTE          ;FEMININO  ;kg        ;1168,0;1523,19
2022,0;1,0;PARAUAPEBAS-PA                ;PA;NORTE          ;FEMININO  ;kg        ;1344,0;10873,86
2022,0;1,0;PARAUAPEBAS-PA                ;PA;NORTE          ;MASCULINO ;kg        ;145,0;1565,79
2022,0;1,0;SANTARÉM-PA                   ;PA;NORTE          ;FEMININO  ;kg        ;8020,905;30502,25524
2022,0;1,0;SANTARÉM-PA                   ;PA;NORTE          ;MASCULINO ;kg        ;1371,839;12934,30353
2022,0;1,0;SÃO MIGUEL DO GUAMÁ-PA        ;PA;NORTE          ;FEMININO  ;kg        ;2928,0;2342,4
2022,0;1,0;ALTO ALEGRE DOS PARECIS-RO    ;RO;NORTE          ;FEMININO  ;kg        ;5665,172;20407,92474
2022,0;1,0;ALTO ALEGRE DOS PARECIS-RO    ;RO;NORTE          ;MASCULINO ;kg        ;294,0;1065,02
2022,0;1,0;ALVORADA D'OESTE-RO           ;RO;NORTE          ;FEMININO  ;kg        ;8103,3;34622,874
2022,0;1,0;ALVORADA D'OESTE-RO           ;RO;NORTE          ;MASCULINO ;kg        ;1226,0;4536,2
2022,0;1,0;BURITIS-RO                    ;RO;NORTE          ;FEMININO  ;kg        ;811,2;3285,075
2022,0;1,0;CACAULÂNDIA-RO                ;RO;NORTE          ;FEMININO  ;kg        ;1800,3;5858,5782
2022,0;1,0;JI-PARANÁ-RO                  ;RO;NORTE          ;FEMININO  ;kg        ;2705,0;12526,08
2022,0;1,0;JI-PARANÁ-RO                  ;RO;NORTE          ;MASCULINO ;kg        ;1085,0;4338,18
2022,0;1,0;MIRANTE DA SERRA-RO           ;RO;NORTE          ;FEMININO  ;kg        ;226,25;1039,3885
2022,0;1,0;MIRANTE DA SERRA-RO           ;RO;NORTE          ;MASCULINO ;kg        ;7,0;29,54
2022,0;1,0;NOVA BRASILÂNDIA D'OESTE-RO   ;RO;NORTE          ;FEMININO  ;kg        ;1041,0;2954,06
2022,0;1,0;PORTO VELHO-RO                ;RO;NORTE          ;FEMININO  ;kg        ;4911,245;21659,10134
2022,0;1,0;PORTO VELHO-RO                ;RO;NORTE          ;MASCULINO ;kg        ;3584,852;32385,41536
2022,0;1,0;SÃO MIGUEL DO GUAPORÉ-RO      ;RO;NORTE          ;FEMININO  ;kg        ;90,3;301,035
2022,0;1,0;BOA VISTA-RR                  ;RR;NORTE          ;FEMININO  ;kg        ;22245,8;43870,964
2022,0;1,0;BOA VISTA-RR                  ;RR;NORTE          ;MASCULINO ;kg        ;5492,5;11675,69
2022,0;1,0;BONFIM-RR                     ;RR;NORTE          ;FEMININO  ;kg        ;2930,0;2930,0
2022,0;1,0;BONFIM-RR                     ;RR;NORTE          ;MASCULINO ;kg        ;2930,0;2930,0
2022,0;1,0;UIRAMUTÃ-RR                   ;RR;NORTE          ;FEMININO  ;kg        ;8736,0;12891,2
2022,0;1,0;UIRAMUTÃ-RR                   ;RR;NORTE          ;MASCULINO ;kg        ;4931,71;7776,1925
2022,0;1,0;AUGUSTINÓPOLIS-TO             ;TO;NORTE          ;FEMININO  ;kg        ;414,0;6601,4
2022,0;1,0;GOIANORTE-TO                  ;TO;NORTE          ;FEMININO  ;kg        ;122,2;2431,72
2022,0;1,0;GOIANORTE-TO                  ;TO;NORTE          ;MASCULINO ;kg        ;370,8;4287,18
2022,0;1,0;ITAGUATINS-TO                 ;TO;NORTE          ;FEMININO  ;kg        ;906,0;3967,4
2022,0;1,0;ITAGUATINS-TO                 ;TO;NORTE          ;MASCULINO ;kg        ;989,0;3144,1
2022,0;1,0;PALMAS-TO                     ;TO;NORTE          ;FEMININO  ;kg        ;1625,66;15950,9031
2022,0;1,0;PALMAS-TO                     ;TO;NORTE          ;MASCULINO ;kg        ;691,106;9618,9994
2022,0;1,0;PRAIA NORTE-TO                ;TO;NORTE          ;FEMININO  ;kg        ;30,0;279,0
2022,0;1,0;RIO SONO-TO                   ;TO;NORTE          ;FEMININO  ;kg        ;82,34;1583,7435
2022,0;1,0;RIO SONO-TO                   ;TO;NORTE          ;MASCULINO ;kg        ;416,005;8361,357
2022,0;1,0;SAMPAIO-TO                    ;TO;NORTE          ;FEMININO  ;kg        ;130,0;2151,0
2022,0;1,0;SÍTIO NOVO DO TOCANTINS-TO    ;TO;NORTE          ;FEMININO  ;kg        ;10,897;26,1528
