ano;mes;municipio;cod_ibge;uf;regiao;valor_formalizado;valor_executado;valor_devolvido
2016,0;12,0;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE               ;592529,9299999999;485999,9398500001;1684174,6199999987
2016,0;12,0;URUPÁ-RO                                          ;1101708                       ;RO        ;NORTE               ;191770,44;191770,44;734178,2700000001
2016,0;12,0;BOA VISTA-RR                                      ;1400100                       ;RR        ;NORTE               ;334255,0;150255,0;7680655,080000003
2016,0;12,0;ELDORADO DO SUL-RS                                ;4306767                       ;RS        ;SUL                 ;1499999,48;0,0;0,0
2016,0;12,0;MONTENEGRO-RS                                     ;4312401                       ;RS        ;SUL                 ;245300,06;0,0;0,0
2016,0;12,0;PAULO BENTO-RS                                    ;4314134                       ;RS        ;SUL                 ;575228,5900000001;0,0;0,0
2016,0;12,0;PIRATINI-RS                                       ;4314605                       ;RS        ;SUL                 ;49997,4;0,0;0,0
2016,0;12,0;SANTA MARIA-RS                                    ;4316907                       ;RS        ;SUL                 ;238315,39;213997,75;0,0
2016,0;12,0;BRAÇO DO NORTE-SC                                 ;4202800                       ;SC        ;SUL                 ;187224,76;171840,76;310895,04
2016,0;12,0;CHAPECÓ-SC                                        ;4204202                       ;SC        ;SUL                 ;383708,08;239339,38883;3359522,880000001
2016,0;12,0;DIONÍSIO CERQUEIRA-SC                             ;4205001                       ;SC        ;SUL                 ;578651,4199999999;38415,3414;13940215,679999983
2016,0;12,0;GAROPABA-SC                                       ;4205704                       ;SC        ;SUL                 ;60300,26;12300,4841;92036,02
2016,0;12,0;JABORÁ-SC                                         ;4208609                       ;SC        ;SUL                 ;167963,84;167963,82745;133893,5
2016,0;12,0;LAGES-SC                                          ;4209300                       ;SC        ;SUL                 ;471661,23;282182,5649999999;920712,3400000008
2016,0;12,0;LEBON RÉGIS-SC                                    ;4209706                       ;SC        ;SUL                 ;798647,8799999995;688307,8799999997;1852447,5000000028
2016,0;12,0;MARAVILHA-SC                                      ;4210506                       ;SC        ;SUL                 ;88306,52;56308,8992;43012,71
2016,0;12,0;PONTE SERRADA-SC                                  ;4213401                       ;SC        ;SUL                 ;57776,24;9848,24;555301,14
2016,0;12,0;PRAIA GRANDE-SC                                   ;4213807                       ;SC        ;SUL                 ;116034,15;20034,339;1241508,88
2016,0;12,0;SÃO JOSÉ DO CEDRO-SC                              ;4216701                       ;SC        ;SUL                 ;173969,99;106312,67085;4296297,46
2016,0;12,0;ARAUÁ-SE                                          ;2800407                       ;SE        ;NORDESTE            ;410084,13;315916,0000000001;0,0
2016,0;12,0;ESTÂNCIA-SE                                       ;2802106                       ;SE        ;NORDESTE            ;317000,4499999998;308997,4799999999;0,0
2016,0;12,0;JAPARATUBA-SE                                     ;2803302                       ;SE        ;NORDESTE            ;143987,49;103988,62;0,0
2016,0;12,0;LAGARTO-SE                                        ;2803500                       ;SE        ;NORDESTE            ;288536,5;248536,5;0,0
2016,0;12,0;PEDRINHAS-SE                                      ;2805109                       ;SE        ;NORDESTE            ;383553,0;367406,3799999999;0,0
2016,0;12,0;SALGADO-SE                                        ;2806206                       ;SE        ;NORDESTE            ;119209,2;100301,9994;0,0
2016,0;12,0;SÃO DOMINGOS-SE                                   ;2806800                       ;SE        ;NORDESTE            ;143490,09;142651,504;0,0
2016,0;12,0;AGUDOS-SP                                         ;3500709                       ;SP        ;SUDESTE             ;232000,0;213576,08;252704,6499999999
2016,0;12,0;AMERICANA-SP                                      ;3501608                       ;SP        ;SUDESTE             ;135084,3;103121,785;22616,49
2016,0;12,0;ANDRADINA-SP                                      ;3502101                       ;SP        ;SUDESTE             ;480000,0;466394,5200000001;1463813,999999999
2016,0;12,0;ANGATUBA-SP                                       ;3502200                       ;SP        ;SUDESTE             ;833533,7;695478,0;1516619,5199999984
2016,0;12,0;BARRA DO TURVO-SP                                 ;3505401                       ;SP        ;SUDESTE             ;635212,1;619208,5000000001;0,0
2016,0;12,0;BOCAINA-SP                                        ;3506805                       ;SP        ;SUDESTE             ;64000,0;63998,6;0,0
2016,0;12,0;BOREBI-SP                                         ;3507456                       ;SP        ;SUDESTE             ;272000,0;267261,7;194842,7800000001
2016,0;12,0;CAIUÁ-SP                                          ;3509106                       ;SP        ;SUDESTE             ;1149302,3;1020606,2019;1168193,6599999953
2016,0;12,0;ELDORADO-SP                                       ;3514809                       ;SP        ;SUDESTE             ;1527998,2;1271174,2455000002;8500936,610000005
2016,0;12,0;EUCLIDES DA CUNHA PAULISTA-SP                     ;3515350                       ;SP        ;SUDESTE             ;686159,9;496557,1;4089651,0000000056
2016,0;12,0;GUARANTÃ-SP                                       ;3518107                       ;SP        ;SUDESTE             ;768000,0;702040,1;693742,2300000008
2016,0;12,0;GUAREÍ-SP                                         ;3518503                       ;SP        ;SUDESTE             ;791151,69;727151,6500999997;4715234,599999992
2016,0;12,0;ITABERÁ-SP                                        ;3521705                       ;SP        ;SUDESTE             ;104000,0;103976,4;20300,54
2016,0;12,0;ITAPEVA-SP                                        ;3522406                       ;SP        ;SUDESTE             ;280000,0;130497,18;3952312,7599999993
2016,0;12,0;ITARARÉ-SP                                        ;3523206                       ;SP        ;SUDESTE             ;584303,3600000001;519798,2780000002;733737,5300000004
2016,0;12,0;LINS-SP                                           ;3527108                       ;SP        ;SUDESTE             ;792212,8;652588,8;0,0
2016,0;12,0;MARABÁ PAULISTA-SP                                ;3528700                       ;SP        ;SUDESTE             ;180495,5;129322,3608;80368,38
2016,0;12,0;MIRANTE DO PARANAPANEMA-SP                        ;3530201                       ;SP        ;SUDESTE             ;264111,6;183835,7;109269,0
2016,0;12,0;PEREIRA BARRETO-SP                                ;3537404                       ;SP        ;SUDESTE             ;160000,0;159991,2;65266,6
2016,0;12,0;POPULINA-SP                                       ;3540408                       ;SP        ;SUDESTE             ;80000,0;79996,1;2909,1
2016,0;12,0;PRESIDENTE BERNARDES-SP                           ;3541208                       ;SP        ;SUDESTE             ;251352,5;227347,7093;166315,1999999999
2016,0;12,0;PRESIDENTE EPITÁCIO-SP                            ;3541307                       ;SP        ;SUDESTE             ;818138,9;716074,2951000001;2726240,340000003
2016,0;12,0;PRESIDENTE VENCESLAU-SP                           ;3541505                       ;SP        ;SUDESTE             ;1059848,0;971484,0040000001;523719,9200000009
2016,0;12,0;PROMISSÃO-SP                                      ;3541604                       ;SP        ;SUDESTE             ;2878474,3200000003;2710357,9967000014;3205479,5199999893
2016,0;12,0;RESTINGA-SP                                       ;3542701                       ;SP        ;SUDESTE             ;888963,7999999999;840739,1999999998;306722,5000000001
2016,0;12,0;RIBEIRÃO GRANDE-SP                                ;3543253                       ;SP        ;SUDESTE             ;484000,0;451977,2;0,0
2016,0;12,0;RIBEIRÃO PRETO-SP                                 ;3543402                       ;SP        ;SUDESTE             ;225669,1;193662,7;171303,5000000001
2016,0;12,0;SANTA ISABEL-SP                                   ;3546801                       ;SP        ;SUDESTE             ;184000,0;144652,9;0,0
2016,0;12,0;SERRANA-SP                                        ;3551504                       ;SP        ;SUDESTE             ;232000,0;231999,1;64055,81
2016,0;12,0;SETE BARRAS-SP                                    ;3551801                       ;SP        ;SUDESTE             ;183999,92;156883,17593;0,0
2016,0;12,0;TAQUARIVAÍ-SP                                     ;3553856                       ;SP        ;SUDESTE             ;800000,0;703905,7000000001;1164460,0
2016,0;12,0;TUPI PAULISTA-SP                                  ;3555109                       ;SP        ;SUDESTE             ;272000,0;232408,1;1285006,8799999997
2016,0;12,0;VOTUPORANGA-SP                                    ;3557105                       ;SP        ;SUDESTE             ;1320373,3;1175174,7;0,0
2016,0;12,0;CARRASCO BONITO-TO                                ;1703891                       ;TO        ;NORTE               ;375795,7;375795,7;563808,71
2016,0;12,0;PALMEIRÓPOLIS-TO                                  ;1715754                       ;TO        ;NORTE               ;532074,7000000001;531976,5;0,0
2016,0;12,0;PIRAQUÊ-TO                                        ;1717206                       ;TO        ;NORTE               ;411278,2999999999;403278,8999999998;1174481,0400000007
2016,0;12,0;SAMPAIO-TO                                        ;1718808                       ;TO        ;NORTE               ;384098,3;384098,3;1126037,4699999997
2016,0;12,0;SANTA TEREZINHA DO TOCANTINS-TO                   ;1720002                       ;TO        ;NORTE               ;141923,1;89953,6;1687904,2399999995
2017,0;1,0;AUTAZES-AM                                        ;1300300                       ;AM        ;NORTE               ;18286,1;18277,08;0,0
2017,0;1,0;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE               ;55999,19;0,0;0,0
2017,0;3,0;NOVA MONTE VERDE-MT                               ;5108956                       ;MT        ;CENTRO-OESTE        ;49517,07;49517,07;2618,28
2017,0;4,0;POCONÉ-MT                                         ;5106505                       ;MT        ;CENTRO-OESTE        ;148000,29;139993,94368;0,0
2017,0;4,0;TIBAGI-PR                                         ;4127502                       ;PR        ;SUL                 ;119943,0;111943,0013;42337,26
2017,0;6,0;APODI-RN                                          ;2401008                       ;RN        ;NORDESTE            ;82203,03;82203,0527;0,0
2017,0;7,0;CAMALAÚ-PB                                        ;2503902                       ;PB        ;NORDESTE            ;127994,91;127994,91;0,0
2017,0;7,0;ITATUBA-PB                                        ;2507200                       ;PB        ;NORDESTE            ;159991,57;159991,57;0,0
2017,0;7,0;CAMPO GRANDE DO PIAUÍ-PI                          ;2202133                       ;PI        ;NORDESTE            ;84900,0;74204,7;0,0
2017,0;8,0;IRANDUBA-AM                                       ;1301852                       ;AM        ;NORTE               ;99999,33;75999,32304;0,0
2017,0;8,0;IPAMERI-GO                                        ;5210109                       ;GO        ;CENTRO-OESTE        ;100000,0;99999,9616;2526,55
2017,0;8,0;CARATINGA-MG                                      ;3113404                       ;MG        ;SUDESTE             ;47999,5;47999,4957;0,0
2017,0;8,0;PIEDADE DE CARATINGA-MG                           ;3150158                       ;MG        ;SUDESTE             ;199999,93;183999,91969;0,0
2017,0;8,0;AREIA-PB                                          ;2501104                       ;PB        ;NORDESTE            ;230790,4;222790,39498;0,0
2017,0;8,0;CAPIM-PB                                          ;2504033                       ;PB        ;NORDESTE            ;128864,8;120864,80178;285365,44
2017,0;8,0;CRUZ DO ESPÍRITO SANTO-PB                         ;2504900                       ;PB        ;NORDESTE            ;96000,0;88000,00095;11116,38
2017,0;8,0;JACARAÚ-PB                                        ;2507309                       ;PB        ;NORDESTE            ;218417,58;218417,55998;6677,09
2017,0;8,0;LAGOA SECA-PB                                     ;2508307                       ;PB        ;NORDESTE            ;183727,7;176346,68231;141999,71
2017,0;8,0;LUCENA-PB                                         ;2508604                       ;PB        ;NORDESTE            ;178503,71;173503,71009;389302,5600000001
2017,0;8,0;MONTEIRO-PB                                       ;2509701                       ;PB        ;NORDESTE            ;159999,7;159999,62562;0,0
2017,0;8,0;SÃO FRANCISCO-PB                                  ;2513984                       ;PB        ;NORDESTE            ;39994,42;39994,417;4112,8
2017,0;8,0;SAPÉ-PB                                           ;2515302                       ;PB        ;NORDESTE            ;97999,91;90999,90866;16909,75
2017,0;8,0;TACIMA-PB                                         ;2516409                       ;PB        ;NORDESTE            ;50000,0;35000,001;9213,8
2017,0;8,0;BOA VISTA-RR                                      ;1400100                       ;RR        ;NORTE               ;384203,36;332223,36;148089,44
2017,0;9,0;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE               ;359502,52;337622,5159999999;0,0
2017,0;9,0;ARAPIRACA-AL                                      ;2700300                       ;AL        ;NORDESTE            ;49993,5;24990,985;6079,5
2017,0;9,0;ATALAIA-AL                                        ;2700409                       ;AL        ;NORDESTE            ;112000,0;111999,99932;17795,12
2017,0;9,0;BRANQUINHA-AL                                     ;2701100                       ;AL        ;NORDESTE            ;359945,3000000001;351945,3050000002;48382,4
2017,0;9,0;DELMIRO GOUVEIA-AL                                ;2702405                       ;AL        ;NORDESTE            ;80000,0;80000,0;7300,9
2017,0;9,0;IBATEGUARA-AL                                     ;2703007                       ;AL        ;NORDESTE            ;99978,1;93312,4;3528,98
2017,0;9,0;INHAPI-AL                                         ;2703304                       ;AL        ;NORDESTE            ;45916,2;45916,2;4552,79
2017,0;9,0;JUNQUEIRO-AL                                      ;2704005                       ;AL        ;NORDESTE            ;49997,2;39997,2;5677,84
2017,0;9,0;MAJOR ISIDORO-AL                                  ;2704401                       ;AL        ;NORDESTE            ;47994,0;47994,0;19857,54
2017,0;9,0;MURICI-AL                                         ;2705507                       ;AL        ;NORDESTE            ;143980,6;127981,8;5357,44
2017,0;9,0;OLHO D'ÁGUA DAS FLORES-AL                         ;2705705                       ;AL        ;NORDESTE            ;175750,0;175750,0;18468,7
2017,0;9,0;OLHO D'ÁGUA GRANDE-AL                             ;2705903                       ;AL        ;NORDESTE            ;99911,5;69169,5;62851,23
2017,0;9,0;SANTANA DO MUNDAÚ-AL                              ;2708105                       ;AL        ;NORDESTE            ;855872,2099999995;783882,9099999996;50042,33
2017,0;9,0;UNIÃO DOS PALMARES-AL                             ;2709301                       ;AL        ;NORDESTE            ;47997,5;47997,5;598,74
2017,0;9,0;GONGOGI-BA                                        ;2911501                       ;BA        ;NORDESTE            ;183573,0;183573,0;209365,9199999999
2017,0;9,0;QUEIMADAS-BA                                      ;2925808                       ;BA        ;NORDESTE            ;38942,49;38942,46;140955,54
2017,0;9,0;SENHOR DO BONFIM-BA                               ;2930105                       ;BA        ;NORDESTE            ;95126,4;95126,4;32193,96
2017,0;9,0;CONCEIÇÃO DA BARRA-ES                             ;3201605                       ;ES        ;SUDESTE             ;98080,45;64545,09326;81420,42
2017,0;9,0;PANCAS-ES                                         ;3204005                       ;ES        ;SUDESTE             ;270979,4999999999;255985,93057;83159,47
2017,0;9,0;ACREÚNA-GO                                        ;5200134                       ;GO        ;CENTRO-OESTE        ;159992,5;159992,4872;32897,0
2017,0;9,0;CAIAPÔNIA-GO                                      ;5204409                       ;GO        ;CENTRO-OESTE        ;177411,38;161412,1563;0,0
2017,0;9,0;CAMPOS VERDES-GO                                  ;5204953                       ;GO        ;CENTRO-OESTE        ;95161,0;79779,5016;40960,81
2017,0;9,0;IPAMERI-GO                                        ;5210109                       ;GO        ;CENTRO-OESTE        ;146016,2;146015,18185;11842,12
2017,0;9,0;ITAPURANGA-GO                                     ;5211206                       ;GO        ;CENTRO-OESTE        ;77778,03;77778,03;20437,9
2017,0;9,0;MONTIVIDIU DO NORTE-GO                            ;5213772                       ;GO        ;CENTRO-OESTE        ;14069,18;14069,18;23010,09
2017,0;9,0;URUTAÍ-GO                                         ;5221809                       ;GO        ;CENTRO-OESTE        ;99992,61;99992,6056;18433,35
2017,0;9,0;BARREIRINHAS-MA                                   ;2101707                       ;MA        ;NORDESTE            ;79856,3;69778,965;39791,98
2017,0;9,0;ICATU-MA                                          ;2105104                       ;MA        ;NORDESTE            ;55917,0;55885,34;379,92
2017,0;9,0;TUNTUM-MA                                         ;2112308                       ;MA        ;NORDESTE            ;49999,35;49983,68536;17074,32
2017,0;9,0;ZÉ DOCA-MA                                        ;2114007                       ;MA        ;NORDESTE            ;43732,77;25963,6905;11464,72
2017,0;9,0;AMPARO DO SERRA-MG                                ;3102506                       ;MG        ;SUDESTE             ;49978,88;49978,865;21226,14
2017,0;9,0;BOCAIÚVA-MG                                       ;3107307                       ;MG        ;SUDESTE             ;91443,75;75478,3068;244,4
2017,0;9,0;MIRAVÂNIA-MG                                      ;3142254                       ;MG        ;SUDESTE             ;19895,6;19895,59618;797,88
2017,0;9,0;SIDROLÂNDIA-MS                                    ;5007901                       ;MS        ;CENTRO-OESTE        ;82817,1;74817,1;34230,2
2017,0;9,0;TRÊS LAGOAS-MS                                    ;5008305                       ;MS        ;CENTRO-OESTE        ;62287,6;57287,6;55071,5
2017,0;9,0;ALTO PARAGUAI-MT                                  ;5100508                       ;MT        ;CENTRO-OESTE        ;151970,55;123971,75;34643,0
2017,0;9,0;CRUZ DO ESPÍRITO SANTO-PB                         ;2504900                       ;PB        ;NORDESTE            ;139999,99;139999,9866;44121,4
2017,0;9,0;GURINHÉM-PB                                       ;2506400                       ;PB        ;NORDESTE            ;39997,76;39997,76;6419,75
2017,0;9,0;SAPÉ-PB                                           ;2515302                       ;PB        ;NORDESTE            ;395999,1399999998;365999,1169300001;75168,99
2017,0;9,0;LIMOEIRO-PE                                       ;2608909                       ;PE        ;NORDESTE            ;69980,16;45980,16;124120,38
2017,0;9,0;PETROLINA-PE                                      ;2611101                       ;PE        ;NORDESTE            ;99667,47;1759,14;0,0
2017,0;9,0;RIO FORMOSO-PE                                    ;2611903                       ;PE        ;NORDESTE            ;175995,73;175995,71128;82668,08
2017,0;9,0;TABIRA-PE                                         ;2614600                       ;PE        ;NORDESTE            ;71993,61;71993,60595;7580,88
2017,0;9,0;ARAPONGAS-PR                                      ;4101507                       ;PR        ;SUL                 ;231990,0;139194,0;0,0
2017,0;9,0;ITAIPULÂNDIA-PR                                   ;4110953                       ;PR        ;SUL                 ;49910,61;41087,61;31629,5
2017,0;9,0;LAPA-PR                                           ;4113205                       ;PR        ;SUL                 ;317546,22;304746,2000000001;236645,7599999999
2017,0;9,0;ORTIGUEIRA-PR                                     ;4117305                       ;PR        ;SUL                 ;71985,61;63985,61;26875,04
2017,0;9,0;RIO BONITO DO IGUAÇU-PR                           ;4122156                       ;PR        ;SUL                 ;208675,9;199175,9;365877,3600000002
2017,0;9,0;ITAPERUNA-RJ                                      ;3302205                       ;RJ        ;SUDESTE             ;315631,29;291631,1001500001;0,0
2017,0;9,0;MARICÁ-RJ                                         ;3302700                       ;RJ        ;SUDESTE             ;55800,0;55799,9976;0,0
2017,0;9,0;AFONSO BEZERRA-RN                                 ;2400307                       ;RN        ;NORDESTE            ;95737,33;75991,432;0,0
2017,0;9,0;ANTÔNIO MARTINS-RN                                ;2400901                       ;RN        ;NORDESTE            ;95025,88;68226,2;0,0
2017,0;9,0;CAICÓ-RN                                          ;2402006                       ;RN        ;NORDESTE            ;31978,2;31978,2;0,0
2017,0;9,0;CARAÚBAS-RN                                       ;2402303                       ;RN        ;NORDESTE            ;353310,1299999999;348717,0599999999;0,0
2017,0;9,0;JANDUÍS-RN                                        ;2405207                       ;RN        ;NORDESTE            ;174841,11;174780,9100000001;0,0
2017,0;9,0;JARDIM DO SERIDÓ-RN                               ;2405702                       ;RN        ;NORDESTE            ;48442,22;24807,79;0,0
2017,0;9,0;SÃO JOÃO DO SABUGI-RN                             ;2412104                       ;RN        ;NORDESTE            ;191772,05;174301,13004;0,0
2017,0;9,0;JI-PARANÁ-RO                                      ;1100122                       ;RO        ;NORTE               ;153644,03;153644,03;66164,6
2017,0;9,0;ROLIM DE MOURA-RO                                 ;1100288                       ;RO        ;NORTE               ;319997,1199999999;319997,1199999999;543234,1200000002
2017,0;10,0;ARAPIRACA-AL                                      ;2700300                       ;AL        ;NORDESTE            ;49998,5;42322,5;9560,98
2017,0;10,0;BRANQUINHA-AL                                     ;2701100                       ;AL        ;NORDESTE            ;143969,1;143969,1;21034,8
2017,0;10,0;IGACI-AL                                          ;2703106                       ;AL        ;NORDESTE            ;49998,1;0,0;1362,34
2017,0;10,0;BORBA-AM                                          ;1300805                       ;AM        ;NORTE               ;319270,0;290263,2799999997;0,0
2017,0;10,0;ANGICAL-BA                                        ;2901403                       ;BA        ;NORDESTE            ;28121,04;23121,04;1353947,4000000004
2017,0;10,0;ARACI-BA                                          ;2902104                       ;BA        ;NORDESTE            ;99984,0;83985,6;409748,79
2017,0;10,0;BARRO ALTO-BA                                     ;2903235                       ;BA        ;NORDESTE            ;49999,5;49999,467;20492,96
2017,0;10,0;BOTUPORÃ-BA                                       ;2904209                       ;BA        ;NORDESTE            ;25447,38;11177,3815;204348,4
2017,0;10,0;CARINHANHA-BA                                     ;2907103                       ;BA        ;NORDESTE            ;56246,06;31247,80868;5656,4
2017,0;10,0;IBIRAPITANGA-BA                                   ;2912707                       ;BA        ;NORDESTE            ;87216,75;66216,75;47262,82
2017,0;10,0;IBOTIRAMA-BA                                      ;2913200                       ;BA        ;NORDESTE            ;70445,13;70445,115;819879,7500000002
2017,0;10,0;ITAJUÍPE-BA                                       ;2915502                       ;BA        ;NORDESTE            ;50000,0;50000,0;23102,86
2017,0;10,0;JAGUARIPE-BA                                      ;2917805                       ;BA        ;NORDESTE            ;200000,0;0,0;0,0
2017,0;10,0;MUQUÉM DE SÃO FRANCISCO-BA                        ;2922250                       ;BA        ;NORDESTE            ;156747,97;75758,3615;922156,11
2017,0;10,0;PALMAS DE MONTE ALTO-BA                           ;2923407                       ;BA        ;NORDESTE            ;49413,46;49413,388;18024,2
2017,0;10,0;PRESIDENTE TANCREDO NEVES-BA                      ;2925758                       ;BA        ;NORDESTE            ;19031,95;19031,948;2808,36
2017,0;10,0;QUEIMADAS-BA                                      ;2925808                       ;BA        ;NORDESTE            ;27704,65;27704,6275;274449,4500000001
2017,0;10,0;REMANSO-BA                                        ;2926004                       ;BA        ;NORDESTE            ;191121,83;163077,462;3675848,109999996
2017,0;10,0;SANTALUZ-BA                                       ;2928000                       ;BA        ;NORDESTE            ;84609,5;84609,5;36911,04
2017,0;10,0;SANTA LUZIA-BA                                    ;2928059                       ;BA        ;NORDESTE            ;49995,7;49995,7;39009,66
2017,0;10,0;SÃO FÉLIX DO CORIBE-BA                            ;2929057                       ;BA        ;NORDESTE            ;254030,0;254030,0;166122,5999999999
2017,0;10,0;SERRA DO RAMALHO-BA                               ;2930154                       ;BA        ;NORDESTE            ;126660,78;126660,78;273134,7600000002
2017,0;10,0;SÍTIO DO MATO-BA                                  ;2930758                       ;BA        ;NORDESTE            ;163824,37;163824,394;92522,28
2017,0;10,0;ACOPIARA-CE                                       ;2300309                       ;CE        ;NORDESTE            ;337159,88;311325,22;142620,14
2017,0;10,0;CEDRO-CE                                          ;2303808                       ;CE        ;NORDESTE            ;87991,24;12418,0;390048,68
2017,0;10,0;IBARETAMA-CE                                      ;2305266                       ;CE        ;NORDESTE            ;98999,4;0,0;0,0
2017,0;10,0;IRACEMA-CE                                        ;2306009                       ;CE        ;NORDESTE            ;139788,22;131797,97;39679,45
2017,0;10,0;ITAPIÚNA-CE                                       ;2306504                       ;CE        ;NORDESTE            ;133621,2;133530,021;0,0
2017,0;10,0;MORADA NOVA-CE                                    ;2308708                       ;CE        ;NORDESTE            ;63778,05;0,0;28755,6
2017,0;10,0;QUIXADÁ-CE                                        ;2311306                       ;CE        ;NORDESTE            ;198346,98;140791,0799999999;0,0
2017,0;10,0;REDENÇÃO-CE                                       ;2311603                       ;CE        ;NORDESTE            ;142537,13;94537,13;779110,4000000003
2017,0;10,0;TAMBORIL-CE                                       ;2313203                       ;CE        ;NORDESTE            ;191097,9000000001;191097,9000000001;158225,04
2017,0;10,0;ALEGRE-ES                                         ;3200201                       ;ES        ;SUDESTE             ;23825,0;23825,0;1638,39
2017,0;10,0;ARACRUZ-ES                                        ;3200607                       ;ES        ;SUDESTE             ;49973,06;49973,04793;7878,92
2017,0;10,0;CONCEIÇÃO DA BARRA-ES                             ;3201605                       ;ES        ;SUDESTE             ;55997,48;55129,13337;19572,21
2017,0;10,0;MARATAÍZES-ES                                     ;3203320                       ;ES        ;SUDESTE             ;5567,22;5567,22;27,92
2017,0;10,0;SÃO MATEUS-ES                                     ;3204906                       ;ES        ;SUDESTE             ;48000,0;48000,0;16574,4
2017,0;10,0;LUZIÂNIA-GO                                       ;5212501                       ;GO        ;CENTRO-OESTE        ;47243,54;47243,52843;0,0
2017,0;10,0;BARREIRINHAS-MA                                   ;2101707                       ;MA        ;NORDESTE            ;39086,7;34517,596;9945,53
2017,0;10,0;ITAPECURU MIRIM-MA                                ;2105401                       ;MA        ;NORDESTE            ;78998,7;78998,5017;38789,66
2017,0;10,0;SANTA RITA-MA                                     ;2110203                       ;MA        ;NORDESTE            ;55998,32;55998,32;15522,92
2017,0;10,0;VARGEM GRANDE-MA                                  ;2112704                       ;MA        ;NORDESTE            ;411710,9900000001;411617,8149999999;98644,6
2017,0;10,0;ARINOS-MG                                         ;3104502                       ;MG        ;SUDESTE             ;49997,0;49997,0;9107,42
2017,0;10,0;FRANCISCO DUMONT-MG                               ;3126604                       ;MG        ;SUDESTE             ;150413,9700000001;144413,938;3206257,2000000044
2017,0;10,0;FREI INOCÊNCIO-MG                                 ;3126901                       ;MG        ;SUDESTE             ;110501,55;110501,54764;28972,02
2017,0;10,0;IAPU-MG                                           ;3129301                       ;MG        ;SUDESTE             ;95987,06;95987,06303;15701,04
2017,0;10,0;INHAPIM-MG                                        ;3130903                       ;MG        ;SUDESTE             ;55038,96;43278,97515;20729,15
2017,0;10,0;JAÍBA-MG                                          ;3135050                       ;MG        ;SUDESTE             ;111990,11;103990,60175;24336,13
2017,0;10,0;JANUÁRIA-MG                                       ;3135209                       ;MG        ;SUDESTE             ;79994,73;79994,73268;14483,6
2017,0;10,0;JOSÉ RAYDAN-MG                                    ;3136553                       ;MG        ;SUDESTE             ;270104,92;262104,90176;293674,3099999999
2017,0;10,0;PAINEIRAS-MG                                      ;3146404                       ;MG        ;SUDESTE             ;94412,88;6413,5;91060,1
2017,0;10,0;PEÇANHA-MG                                        ;3148608                       ;MG        ;SUDESTE             ;262934,59;254934,5812199999;156276,5600000001
2017,0;10,0;SÃO JOÃO DO PARAÍSO-MG                            ;3162708                       ;MG        ;SUDESTE             ;49122,4;49122,4;10536,82
2017,0;10,0;SÃO PEDRO DO SUAÇUÍ-MG                            ;3164100                       ;MG        ;SUDESTE             ;47998,12;39998,1061;9346,45
2017,0;10,0;SEM-PEIXE-MG                                      ;3165560                       ;MG        ;SUDESTE             ;45047,3;39157,22104;102386,55
2017,0;10,0;SIMONÉSIA-MG                                      ;3167608                       ;MG        ;SUDESTE             ;134152,72;126167,79;307406,24
2017,0;10,0;CAMPO GRANDE-MS                                   ;5002704                       ;MS        ;CENTRO-OESTE        ;83998,54;67998,5286;14727,15
2017,0;10,0;IGUATEMI-MS                                       ;5004304                       ;MS        ;CENTRO-OESTE        ;87988,83;71988,735;33444,63
2017,0;10,0;MIRASSOL D'OESTE-MT                               ;5105622                       ;MT        ;CENTRO-OESTE        ;163999,72;163999,72;48129,2
2017,0;10,0;NOSSA SENHORA DO LIVRAMENTO-MT                    ;5106109                       ;MT        ;CENTRO-OESTE        ;96000,0;95999,986;0,0
2017,0;10,0;TERRA NOVA DO NORTE-MT                            ;5108055                       ;MT        ;CENTRO-OESTE        ;11998,37;11998,374;0,0
2017,0;10,0;REMÍGIO-PB                                        ;2512705                       ;PB        ;NORDESTE            ;50994,04;50994,0365;19804,26
2017,0;10,0;VITÓRIA DE SANTO ANTÃO-PE                         ;2616407                       ;PE        ;NORDESTE            ;189038,0;125077,99097;67320,17
2017,0;10,0;CONTENDA-PR                                       ;4106209                       ;PR        ;SUL                 ;231985,1;231985,1;416010,2199999999
2017,0;10,0;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL                 ;38818,67;30818,9;924108,4800000001
2017,0;10,0;VERÊ-PR                                           ;4128609                       ;PR        ;SUL                 ;135106,99;95106,99;634990,5900000001
2017,0;10,0;ANTÔNIO MARTINS-RN                                ;2400901                       ;RN        ;NORDESTE            ;94812,6;87727,68;0,0
2017,0;10,0;TOUROS-RN                                         ;2414407                       ;RN        ;NORDESTE            ;49660,64;39780,964;0,0
2017,0;10,0;BURITIS-RO                                        ;1100452                       ;RO        ;NORTE               ;143475,84;143475,81774;71241,42
2017,0;10,0;ELDORADO DO SUL-RS                                ;4306767                       ;RS        ;SUL                 ;287277,94;215277,9393;0,0
2017,0;10,0;NOVA SANTA RITA-RS                                ;4313375                       ;RS        ;SUL                 ;503134,15;416137,71;0,0
2017,0;10,0;PELOTAS-RS                                        ;4314407                       ;RS        ;SUL                 ;233939,83;141464,5035;0,0
2017,0;10,0;CAPELA-SE                                         ;2801306                       ;SE        ;NORDESTE            ;80000,0;62316,322;0,0
